target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,trend,skew,mean,stddev,hurst,serialcorr,date
7.6,-19.8,0.5,1.75,1.5,-9.5,20.9,29.3,1.0902282412316602,0.281959542481471,3.5214285714285696,16.8144247880319,-0.32067585120832803,0.6095834164789661,1998-01-14
30.4,7.6,-19.8,0.5,1.75,1.5,-9.5,20.9,0.7616500091201641,-0.024415155570192002,0.42142857142857104,12.787880236864199,-0.7744245216014201,0.332901075149813,1998-01-15
-7.8,30.4,7.6,-19.8,0.5,1.75,1.5,-9.5,0.88687417357418,0.584065153422083,1.7785714285714298,15.5329181939212,-0.46360698093315705,0.895632692601275,1998-01-16
-3.8,-7.8,30.4,7.6,-19.8,0.5,1.75,1.5,0.787594785593756,0.582884169104308,2.02142857142857,15.3392703309419,-0.559843838657458,0.6961452452014649,1998-01-17
-17.5,-3.8,-7.8,30.4,7.6,-19.8,0.5,1.75,0.5544962589339061,0.7139270124583331,1.26428571428571,15.499266495701098,-0.522935886923602,0.7811897403416359,1998-01-18
24.75,-17.5,-3.8,-7.8,30.4,7.6,-19.8,0.5,0.6064823799113671,0.8258786113500379,-1.4857142857142902,17.0307984321962,-0.42472618960916897,0.9240325726522229,1998-01-19
-7.25,24.75,-17.5,-3.8,-7.8,30.4,7.6,-19.8,0.729466926681047,0.376053541150197,1.9785714285714298,19.751157289782103,-0.692610628825469,0.5604266361250191,1998-01-20
-11.1,-7.25,24.75,-17.5,-3.8,-7.8,30.4,7.6,0.5735724063664821,0.475406820536221,3.7714285714285696,17.930464233227397,-0.6874365285921361,0.38380776105062797,1998-01-21
-19.3,-11.1,-7.25,24.75,-17.5,-3.8,-7.8,30.4,0.576151313679829,0.7979858139223579,1.1,18.64383276046,-0.8218237931588491,0.40135358008254995,1998-01-22
9.9,-19.3,-11.1,-7.25,24.75,-17.5,-3.8,-7.8,0.533233945930625,1.4311564775063,-6.0,14.664895726416399,-0.675040819805438,0.4766309227931789,1998-01-23
12.55,9.9,-19.3,-11.1,-7.25,24.75,-17.5,-3.8,0.573486794981485,0.807402163878874,-3.4714285714285698,15.7859076695761,-0.767691267715338,0.321707215351599,1998-01-24
19.75,12.55,9.9,-19.3,-11.1,-7.25,24.75,-17.5,0.5638170364554711,0.36028614336837606,-1.13571428571429,16.899499851714403,-0.6425080911359019,0.547702943691972,1998-01-25
25.55,19.75,12.55,9.9,-19.3,-11.1,-7.25,24.75,0.7614588293700291,-0.18314785273853498,4.18571428571429,16.751908206870898,-0.19013169429940696,0.590551059307438,1998-01-26
7.55,25.55,19.75,12.55,9.9,-19.3,-11.1,-7.25,1.1620594146106,-0.16049027477304698,4.3,16.917495874587,0.0828476564089765,0.16038001582656303,1998-01-27
-3.2,7.55,25.55,19.75,12.55,9.9,-19.3,-11.1,1.18368130742147,-0.544667390265568,6.41428571428571,16.1404180626803,0.0962139436767218,0.20983035768178898,1998-01-28
-10.4,-3.2,7.55,25.55,19.75,12.55,9.9,-19.3,0.8910741468702479,-0.6896851494958579,7.542857142857139,14.9434887875241,-0.0473660991563662,0.6503854562803989,1998-01-29
18.3,-10.4,-3.2,7.55,25.55,19.75,12.55,9.9,1.11603784205404,-0.259484679179984,8.814285714285711,12.4494884193995,0.184823212637457,0.19765562030779604,1998-01-30
-4.5,18.3,-10.4,-3.2,7.55,25.55,19.75,12.55,1.1941703161856598,-0.46022265567492104,10.014285714285698,12.9657148628513,-0.16527231358679098,0.477456078177366,1998-01-31
3.2,-4.5,18.3,-10.4,-3.2,7.55,25.55,19.75,0.761035927687857,0.0009384610627736081,7.578571428571429,13.972379215880899,-0.33342392233614,0.8388080265401,1998-02-01
-2.3,3.2,-4.5,18.3,-10.4,-3.2,7.55,25.55,0.6358439697822049,0.4442378479492679,5.21428571428571,12.930993590521,-0.6436528385725631,0.6872776685267521,1998-02-02
12.75,-2.3,3.2,-4.5,18.3,-10.4,-3.2,7.55,0.47734270041597204,0.711793372167,1.23571428571429,9.44619474910904,-1.12801123924275,0.150363209684195,1998-02-03
10.8,12.75,-2.3,3.2,-4.5,18.3,-10.4,-3.2,0.529419661311265,0.5451501186260711,1.9785714285714298,10.1999124646104,-1.00733030086826,0.19920848389661103,1998-02-04
-17.0,10.8,12.75,-2.3,3.2,-4.5,18.3,-10.4,0.527209602658305,0.0159877453174783,3.9785714285714304,10.386122838626902,-0.948735267623959,0.20347935647962,1998-02-05
9.8,-17.0,10.8,12.75,-2.3,3.2,-4.5,18.3,0.8388246391995391,-0.376728432819743,3.03571428571429,12.0717547152335,-0.8450190846780209,0.450972106974354,1998-02-06
-2.45,9.8,-17.0,10.8,12.75,-2.3,3.2,-4.5,0.651985015172035,-0.6687522819053461,1.82142857142857,10.620728833389,-0.8803464473268672,0.27289272959904803,1998-02-07
11.45,-2.45,9.8,-17.0,10.8,12.75,-2.3,3.2,0.500339332409364,-0.7665328013012479,2.11428571428571,10.4441656075579,-0.92138654200562,0.21403457863549602,1998-02-08
20.35,11.45,-2.45,9.8,-17.0,10.8,12.75,-2.3,0.510207290249225,-0.8885171284179159,3.2928571428571405,11.035829094795,-0.9655950035677678,0.204424777225559,1998-02-09
11.75,20.35,11.45,-2.45,9.8,-17.0,10.8,12.75,0.5767863413057471,-1.01317282651968,6.528571428571429,12.363348290506899,-0.6313648061353521,0.651773055198021,1998-02-10
-3.9,11.75,20.35,11.45,-2.45,9.8,-17.0,10.8,0.564370035672085,-1.0045558482457502,6.385714285714291,12.285008285362599,-0.493467522785265,0.7426843169700691,1998-02-11
16.2,-3.9,11.75,20.35,11.45,-2.45,9.8,-17.0,0.781348244099479,-0.47972529422996507,4.28571428571429,12.655490056549699,-0.278321700117886,0.9366297818334081,1998-02-12
4.4,16.2,-3.9,11.75,20.35,11.45,-2.45,9.8,0.682918835049611,-0.44040013284784,9.028571428571428,9.05882889519285,-0.643340675395979,0.5677724975792939,1998-02-13
-5.5,4.4,16.2,-3.9,11.75,20.35,11.45,-2.45,0.605456178702376,-0.169774668671305,8.257142857142862,9.21083730230449,-0.449259878031663,0.5226300743508441,1998-02-14
15.35,-5.5,4.4,16.2,-3.9,11.75,20.35,11.45,0.645607012093397,-0.254434809024873,7.821428571428571,9.8516012718262,-0.40982362470775,0.882016587421242,1998-02-15
4.35,15.35,-5.5,4.4,16.2,-3.9,11.75,20.35,0.709265612535074,-0.342471773362414,8.37857142857143,10.195295366935099,-0.957526709551825,0.471510226406051,1998-02-16
2.4,4.35,15.35,-5.5,4.4,16.2,-3.9,11.75,0.482311248601617,-0.14995650222301998,6.092857142857139,8.75601833842627,-1.4216348739620301,0.10924229967470098,1998-02-17
-1.3,2.4,4.35,15.35,-5.5,4.4,16.2,-3.9,0.491699464832633,0.281455701995815,4.757142857142861,8.457266529018531,-0.922981300359188,0.192281681116777,1998-02-18
15.6,-1.3,2.4,4.35,15.35,-5.5,4.4,16.2,0.585350476586885,0.32213460525548604,5.12857142857143,8.06152679619154,-0.841580526601865,0.5093220642789,1998-02-19
-2.6,15.6,-1.3,2.4,4.35,15.35,-5.5,4.4,0.614859402952913,0.29843671592189003,5.04285714285714,7.926244832381671,-1.005639437515,0.26926823966513397,1998-02-20
16.25,-2.6,15.6,-1.3,2.4,4.35,15.35,-5.5,0.608790427726885,0.49914483841615404,4.04285714285714,8.44543410032055,-0.8700895471010841,0.146819598264852,1998-02-21
-7.2,16.25,-2.6,15.6,-1.3,2.4,4.35,15.35,0.6353316047138959,0.0769853765220065,7.15,8.349850298059241,-1.16795203695585,0.17989610352419802,1998-02-22
-9.8,-7.2,16.25,-2.6,15.6,-1.3,2.4,4.35,0.579560797466827,0.41141266837356893,3.9285714285714306,8.984795357661051,-1.0928008112108,0.0577192462050584,1998-02-23
-5.2,-9.8,-7.2,16.25,-2.6,15.6,-1.3,2.4,0.531954434479529,0.491048103833542,1.90714285714286,10.3605995873561,-0.620191887258153,0.421056298465535,1998-02-24
9.35,-5.2,-9.8,-7.2,16.25,-2.6,15.6,-1.3,0.549566446657071,0.7240872265052131,0.8214285714285708,10.6932165858726,-0.4755776100448839,0.6733670447608979,1998-02-25
20.35,9.35,-5.2,-9.8,-7.2,16.25,-2.6,15.6,0.646347866958778,0.284248157285104,2.34285714285714,11.091303972460802,-0.504992839734019,0.6871062734550201,1998-02-26
9.75,20.35,9.35,-5.2,-9.8,-7.2,16.25,-2.6,0.7263421908605551,0.38925418905163506,3.0214285714285696,12.1338664194771,-0.340973949968142,0.8001594851120509,1998-02-27
35.45,9.75,20.35,9.35,-5.2,-9.8,-7.2,16.25,0.8020147829414229,-0.0333072613016025,4.78571428571429,12.07800046523,-0.11452198246606,0.38765392517889796,1998-02-28
24.5,35.45,9.75,20.35,9.35,-5.2,-9.8,-7.2,1.6178843561657101,0.539273909009139,7.528571428571429,16.4897659459551,-0.129475256304076,0.35828390496420504,1998-03-01
-2.75,24.5,35.45,9.75,20.35,9.35,-5.2,-9.8,1.2038147917561999,-0.0135569533317578,12.057142857142901,16.1194351785722,-0.0145121447531338,0.293161212129867,1998-03-02
-17.5,-2.75,24.5,35.45,9.75,20.35,9.35,-5.2,0.9066319754432859,0.168629657434153,13.0642857142857,14.6823792998533,-0.121652993757105,0.971302666992587,1998-03-03
-5.0,-17.5,-2.75,24.5,35.45,9.75,20.35,9.35,0.8501680442821621,-0.31304935427462105,11.307142857142901,17.665466041862302,-0.0344259775641371,0.507852090730098,1998-03-04
3.75701340950623,-5.0,-17.5,-2.75,24.5,35.45,9.75,20.35,0.946552241441073,-0.0249000561232928,9.25714285714286,18.7309331626285,0.0389123470186919,0.23875097899061198,1998-03-05
16.95,3.75701340950623,-5.0,-17.5,-2.75,24.5,35.45,9.75,0.8424523175215781,0.352721236790969,6.88671620135803,18.133553749393602,0.0744499459959993,0.19003453486923497,1998-03-06
25.65,16.95,3.75701340950623,-5.0,-17.5,-2.75,24.5,35.45,1.11090187515178,0.17898620336715898,7.91528762992946,18.5230496135113,-0.0479370483903197,0.24992158461418598,1998-03-07
20.15,25.65,16.95,3.75701340950623,-5.0,-17.5,-2.75,24.5,0.887362613449903,-0.0922650433216174,6.51528762992946,16.3363594447795,-0.128394441008395,0.376651784407338,1998-03-08
19.0,20.15,25.65,16.95,3.75701340950623,-5.0,-17.5,-2.75,1.34435766444784,-0.132251481997378,5.893859058500889,15.6045512994815,0.21626520908034802,0.0831575653219137,1998-03-09
14.5,19.0,20.15,25.65,16.95,3.75701340950623,-5.0,-17.5,2.0811211678734,-0.6436019554276801,9.00100191564375,15.7611674766457,0.188449160290799,0.13960463926039202,1998-03-10
6.9,14.5,19.0,20.15,25.65,16.95,3.75701340950623,-5.0,1.3584898384023898,-0.775314845987281,13.572430487072301,10.5840805337886,0.260408364966693,0.22219776569913605,1998-03-11
20.4,6.9,14.5,19.0,20.15,25.65,16.95,3.75701340950623,0.917300435296755,-0.330904298495175,15.2724304870723,7.6538957279067805,0.321510370637415,0.59576556409155,1998-03-12
10.4695865932043,20.4,6.9,14.5,19.0,20.15,25.65,16.95,0.911254698135928,-0.64882724309772,17.65,5.8539160681831905,-0.22279304337717898,0.8186072920454119,1998-03-13
-8.6,10.4695865932043,20.4,6.9,14.5,19.0,20.15,25.65,0.7639896145216211,-0.26071871501010396,16.724226656172,6.46373141334908,-0.41448696686902997,0.966840014639001,1998-03-14
-39.0,-8.6,10.4695865932043,20.4,6.9,14.5,19.0,20.15,1.1219739268377,-1.1408284143399599,11.8313695133149,10.366175857956,-0.255790248186864,0.8712248358419359,1998-03-15
2.9,-39.0,-8.6,10.4695865932043,20.4,6.9,14.5,19.0,1.76342387787305,-1.29882614928969,3.3813695133148998,21.053727401316102,-0.136158657698562,0.416838724251228,1998-03-16
-9.31879049638992,2.9,-39.0,-8.6,10.4695865932043,20.4,6.9,14.5,1.2266430847398602,-1.24605221485109,1.0813695133149,19.911540720824497,-0.144650542483362,0.5073281831549411,1998-03-17
2.6,-9.31879049638992,2.9,-39.0,-8.6,10.4695865932043,20.4,6.9,0.6684435008650229,-0.886472218672231,-2.32131484331223,19.2608090066147,-0.185472069526906,0.6158762289613591,1998-03-18
-15.6,2.6,-9.31879049638992,2.9,-39.0,-8.6,10.4695865932043,20.4,0.68032554729992,-0.838378069381295,-2.93560055759794,18.9842822940094,-0.259594727132805,0.8465903116568771,1998-03-19
-14.0,-15.6,2.6,-9.31879049638992,2.9,-39.0,-8.6,10.4695865932043,0.5653953342272491,-0.876728369329555,-8.07845770045508,16.2947422400699,-0.6254338781580129,0.464744951454891,1998-03-20
0.7,-14.0,-15.6,2.6,-9.31879049638992,2.9,-39.0,-8.6,0.492635729750999,-0.9430368109230579,-11.5741129280557,14.1339380323621,-0.7576022954393409,0.30864350698112103,1998-03-21
-3.4,0.7,-14.0,-15.6,2.6,-9.31879049638992,2.9,-39.0,0.6264933782942211,-0.9991841451444731,-10.2455414994843,14.8776230852021,-0.9600264742907291,0.37675514381611297,1998-03-22
-17.7,-3.4,0.7,-14.0,-15.6,2.6,-9.31879049638992,2.9,0.539643858939512,-0.264582087692408,-5.15982721376999,7.82147831491249,-0.484498041732983,0.4889341542789579,1998-03-23
25.3,-17.7,-3.4,0.7,-14.0,-15.6,2.6,-9.31879049638992,0.61545988996753,0.166069422513786,-8.10268435662713,8.15194659609692,-0.899743686887202,0.487251726017,1998-03-24
-8.462611633785519,25.3,-17.7,-3.4,0.7,-14.0,-15.6,2.6,1.13961150034547,0.915983723708937,-3.1571428571428597,14.954247684505,-0.6327133228096751,0.44212641950000203,1998-03-25
-11.9,-8.462611633785519,25.3,-17.7,-3.4,0.7,-14.0,-15.6,0.670842129830651,1.26758854818632,-4.73751594768365,14.828448975884099,-0.8075222163645871,0.355153134936213,1998-03-26
0.5,-11.9,-8.462611633785519,25.3,-17.7,-3.4,0.7,-14.0,0.49373987882170794,1.30937059867521,-4.208944519112221,14.437504966287902,-0.9812338227044108,0.24813427634399302,1998-03-27
-10.5,0.5,-11.9,-8.462611633785519,25.3,-17.7,-3.4,0.7,0.48956150425729794,1.07228209691129,-2.13751594768365,13.825839182957802,-1.01779419763167,0.20578600432586,1998-03-28
-15.9,-10.5,0.5,-11.9,-8.462611633785519,25.3,-17.7,-3.4,0.48638694672037497,1.3441938749523898,-3.7375159476836495,14.088308494693699,-0.999575860766604,0.20377746704830804,1998-03-29
-34.8,-15.9,-10.5,0.5,-11.9,-8.462611633785519,25.3,-17.7,0.518434891376618,1.44983041646083,-5.523230233397929,14.8120068986078,-0.848032253815718,0.35111057110845195,1998-03-30
9.25,-34.8,-15.9,-10.5,0.5,-11.9,-8.462611633785519,25.3,1.0884340412759301,0.5247897552603921,-7.96608737625507,18.1817489031417,-0.414025144817937,0.8271681426658721,1998-03-31
-44.3,9.25,-34.8,-15.9,-10.5,0.5,-11.9,-8.462611633785519,1.1908732149189198,-0.434254265159741,-10.2589445191122,13.762368359289999,-0.543697813206968,0.399123576565587,1998-04-01
-10.5,-44.3,9.25,-34.8,-15.9,-10.5,0.5,-11.9,0.7480427770026,-0.339301591523312,-15.378571428571401,18.7461519860934,-1.0734889385729,0.18751879999616,1998-04-02
-16.9,-10.5,-44.3,9.25,-34.8,-15.9,-10.5,0.5,0.536289062713086,-0.369036504557139,-15.1785714285714,18.796849406723698,-0.8470425785059069,0.12087762666027699,1998-04-03
-12.6,-16.9,-10.5,-44.3,9.25,-34.8,-15.9,-10.5,0.439235700416776,-0.12435637087676499,-17.6642857142857,17.4824844317037,-1.0777326659264999,0.0463197721719815,1998-04-04
-1.3865137197790398,-12.6,-16.9,-10.5,-44.3,9.25,-34.8,-15.9,0.435674859001279,-0.0792553633836102,-17.9642857142857,17.3566201175448,-1.1908507309349499,0.0415141058783342,1998-04-05
-18.55,-1.3865137197790398,-12.6,-16.9,-10.5,-44.3,9.25,-34.8,0.480590380979184,-0.301336102049925,-15.890930531397,18.475132873763698,-1.07827817311975,0.0921128668692455,1998-04-06
9.1,-18.55,-1.3865137197790398,-12.6,-16.9,-10.5,-44.3,9.25,0.514962448201449,-0.604914148805145,-13.5695019599684,16.6321863475813,-0.7910038717164279,0.17146043607495598,1998-04-07
-7.6,9.1,-18.55,-1.3865137197790398,-12.6,-16.9,-10.5,-44.3,0.8600997409002641,-0.6136468105989771,-13.590930531397,16.5979475203528,-0.689006644619014,0.6663388453779251,1998-04-08
-9.9,-7.6,9.1,-18.55,-1.3865137197790398,-12.6,-16.9,-10.5,0.562140177892245,0.7876623265760779,-8.348073388539861,9.603667833975411,-0.7041274579427621,0.313511012430419,1998-04-09
14.2,-9.9,-7.6,9.1,-18.55,-1.3865137197790398,-12.6,-16.9,0.500800016568588,0.7648340650527149,-8.26235910282558,9.58391773308131,-0.9727307633966459,0.26682535680922304,1998-04-10
26.15,14.2,-9.9,-7.6,9.1,-18.55,-1.3865137197790398,-12.6,0.618783544308478,0.41838182798758095,-3.8195019599684303,11.8524593350896,-0.9390967875478171,0.229361933173666,1998-04-11
-5.7,26.15,14.2,-9.9,-7.6,9.1,-18.55,-1.3865137197790398,0.717788127749036,0.29753298078229995,1.7162123257458501,15.542681702684801,-0.37918491537513505,0.8370390036885249,1998-04-12
-3.5,-5.7,26.15,14.2,-9.9,-7.6,9.1,-18.55,0.8512859246183809,0.394189439727856,1.1,15.7700401605914,-0.45273133657773906,0.8351236874773921,1998-04-13
9.2,-3.5,-5.7,26.15,14.2,-9.9,-7.6,9.1,0.607397318316349,0.6533866458290379,3.25,13.5082999177049,-0.382334819579271,0.9202603934835909,1998-04-14
6.25,9.2,-3.5,-5.7,26.15,14.2,-9.9,-7.6,0.64712938078765,0.649669492369337,3.26428571428571,13.515568624297499,-0.36522890372095296,0.8759585784891241,1998-04-15
-2.4,6.25,9.2,-3.5,-5.7,26.15,14.2,-9.9,0.591029419792696,0.39785172466646795,5.242857142857139,12.645830293402,-0.524103830400342,0.75725734153534,1998-04-16
-2.9,-2.4,6.25,9.2,-3.5,-5.7,26.15,14.2,0.628015343170225,0.603879860981286,6.31428571428571,11.4059456091152,-0.459833698450711,0.978172755263792,1998-04-17
7.1,-2.9,-2.4,6.25,9.2,-3.5,-5.7,26.15,0.6790315016483,1.1819330179583702,3.8714285714285697,11.2658724008565,-0.804576766965843,0.622407553623524,1998-04-18
0.0,7.1,-2.9,-2.4,6.25,9.2,-3.5,-5.7,0.7750500241677929,0.262281462143568,1.15,6.10689501028687,-0.44790137025172205,0.92792801556193,1998-04-19
26.9,0.0,7.1,-2.9,-2.4,6.25,9.2,-3.5,0.5988335716284781,0.259330644078999,1.9642857142857097,5.37778720647212,-0.627348243660327,0.531158235876325,1998-04-20
26.15,26.9,0.0,7.1,-2.9,-2.4,6.25,9.2,1.39417576799432,1.1726453562519499,6.3071428571428605,10.2748247580931,-0.6064082697456811,0.796685690685459,1998-04-21
34.3,26.15,26.9,0.0,7.1,-2.9,-2.4,6.25,0.868683823241425,0.6622229539679351,8.72857142857143,12.7655740549488,-0.156536277236449,0.346215987499431,1998-04-22
16.4,34.3,26.15,26.9,0.0,7.1,-2.9,-2.4,1.19043991763875,0.258408393193337,12.7357142857143,15.8803524909901,-0.0104327312101652,0.223986467575102,1998-04-23
18.05,16.4,34.3,26.15,26.9,0.0,7.1,-2.9,1.1187137489106,-0.0551140753985118,15.4214285714286,14.416190468325802,0.0921821664829297,0.34190247450492406,1998-04-24
26.2,18.05,16.4,34.3,26.15,26.9,0.0,7.1,0.706037106334825,-0.27679841433936,18.4142857142857,11.940781461226099,0.0436317315298395,0.517337830151899,1998-04-25
27.25,26.2,18.05,16.4,34.3,26.15,26.9,0.0,0.6840532588304978,-0.909578605515623,21.1428571428571,11.075364123864802,-0.167771762739396,0.745225964833962,1998-04-26
31.8,27.25,26.2,18.05,16.4,34.3,26.15,26.9,0.567086221606805,-0.137258784016359,25.035714285714302,6.057757718118861,-0.36443751208236297,0.8774566326070191,1998-04-27
10.0,31.8,27.25,26.2,18.05,16.4,34.3,26.15,0.614818737626946,-0.26199879589980396,25.7357142857143,6.57049682835541,-0.525055841093944,0.986441803670568,1998-04-28
27.75,10.0,31.8,27.25,26.2,18.05,16.4,34.3,0.873348321780317,-0.253989525561602,23.428571428571402,8.84316389190247,-0.415205576368366,0.48672469892171705,1998-04-29
0.9,27.75,10.0,31.8,27.25,26.2,18.05,16.4,0.659068208298495,-0.44025979697427897,22.492857142857105,7.78424844217628,-0.31340731939164396,0.42579255249552794,1998-04-30
-5.5,0.9,27.75,10.0,31.8,27.25,26.2,18.05,0.7668663396849521,-0.7450696535897919,20.278571428571396,11.242584857839198,-0.209445474673246,0.419099003565318,1998-05-01
10.4,-5.5,0.9,27.75,10.0,31.8,27.25,26.2,0.796999752980417,-0.49818359403137497,16.9142857142857,14.9371660153936,-0.10956037907916302,0.6109471987091021,1998-05-02
4.0,10.4,-5.5,0.9,27.75,10.0,31.8,27.25,0.7861449050364709,-0.10021353781667801,14.657142857142901,14.487133043136001,-0.24794628248840897,0.5876833395493289,1998-05-03
3.6,4.0,10.4,-5.5,0.9,27.75,10.0,31.8,0.665137222857376,0.46139524468734494,11.3357142857143,13.7661031246354,-0.46611137825002097,0.958720880853114,1998-05-04
8.3,3.6,4.0,10.4,-5.5,0.9,27.75,10.0,0.569988466056739,0.948647539283551,7.3071428571428605,10.523641185897802,-0.476726342341906,0.9003384542011851,1998-05-05
6.6,8.3,3.6,4.0,10.4,-5.5,0.9,27.75,0.6833305552738841,1.03539589543928,7.06428571428571,10.470622167351301,-0.802862219905322,0.699822043585117,1998-05-06
-13.5,6.6,8.3,3.6,4.0,10.4,-5.5,0.9,0.5658960409700551,-0.678271643266232,4.04285714285714,5.26335037242032,-0.49807535328208097,0.727083508588102,1998-05-07
1.6,-13.5,6.6,8.3,3.6,4.0,10.4,-5.5,1.0000305806325,-0.927572654963771,1.9857142857142902,8.509490500108019,-0.45124149235194705,0.6482515148393491,1998-05-08
-0.7,1.6,-13.5,6.6,8.3,3.6,4.0,10.4,0.834101990563912,-1.4391102078784999,3.0,7.8674434644722195,-0.44396997318428905,0.9656779274269742,1998-05-09
-13.2,-0.7,1.6,-13.5,6.6,8.3,3.6,4.0,0.563728115465761,-1.35558328046808,1.41428571428571,7.21928633855835,-0.436112931766945,0.838464756803889,1998-05-10
5.7,-13.2,-0.7,1.6,-13.5,6.6,8.3,3.6,0.695118360064669,-0.5960118972319329,-1.04285714285714,8.919427698916028,-0.48747414453814497,0.9266510809475329,1998-05-11
8.3,5.7,-13.2,-0.7,1.6,-13.5,6.6,8.3,0.6885268796998879,-0.6126192790903431,-0.742857142857143,9.134341272154801,-0.6722345610705841,0.46627132894051204,1998-05-12
14.1,8.3,5.7,-13.2,-0.7,1.6,-13.5,6.6,0.538571706693971,-0.6126192790903431,-0.742857142857143,9.134341272154801,-0.682270104627326,0.44036831485875205,1998-05-13
25.1,14.1,8.3,5.7,-13.2,-0.7,1.6,-13.5,0.816807935388372,-0.288751678417757,0.32857142857142896,10.4799354778094,-0.346041702832598,0.7634642766564921,1998-05-14
22.7,25.1,14.1,8.3,5.7,-13.2,-0.7,1.6,1.04729188158182,0.0472477583656609,5.842857142857139,12.031328153735002,-0.0981819461775891,0.308902417211261,1998-05-15
18.3,22.7,25.1,14.1,8.3,5.7,-13.2,-0.7,1.14808092454299,-0.343699369168097,8.85714285714286,13.360870373701598,0.0843421933594072,0.145492257518134,1998-05-16
9.6,18.3,22.7,25.1,14.1,8.3,5.7,-13.2,1.59495936351601,-0.9183252904744409,11.5714285714286,13.0213560847446,0.10144250940568801,0.279282499110878,1998-05-17
14.175052678430701,9.6,18.3,22.7,25.1,14.1,8.3,5.7,1.19826749445144,0.18733893058128195,14.8285714285714,7.45357057293444,0.40470563089648,0.24363920020243104,1998-05-18
15.3,14.175052678430701,9.6,18.3,22.7,25.1,14.1,8.3,0.792223948432665,0.21792620844336,16.0392932397758,6.326789931390411,0.252183950044962,0.438717523635349,1998-05-19
21.15,15.3,14.175052678430701,9.6,18.3,22.7,25.1,14.1,0.690928308610354,0.27855176879760496,17.0392932397758,5.382371219372821,0.101821589843261,0.483969151346267,1998-05-20
16.45,21.15,15.3,14.175052678430701,9.6,18.3,22.7,25.1,1.060107376737,-0.228279760902731,18.0464360969187,5.400272027640541,-0.439096644763149,0.31340927576789,1998-05-21
22.95,16.45,21.15,15.3,14.175052678430701,9.6,18.3,22.7,0.719005240715726,-0.22439527530145298,16.8107218112044,4.41747559397833,-0.551718328756733,0.770700980558937,1998-05-22
23.35,22.95,16.45,21.15,15.3,14.175052678430701,9.6,18.3,0.7221373850030379,-0.187360096802107,16.8464360969187,4.4736777238892005,-0.48939988565816,0.9617785672500769,1998-05-23
7.2,23.35,22.95,16.45,21.15,15.3,14.175052678430701,9.6,1.107592797783,-0.21972544997860302,17.567864668347198,5.1091916418474295,0.0158399673482092,0.420340662874346,1998-05-24
5.4,7.2,23.35,22.95,16.45,21.15,15.3,14.175052678430701,1.26567444269679,-0.5298437209473039,17.2250075254901,5.77070083357806,0.11511502085208199,0.638292203096125,1998-05-25
-6.0,5.4,7.2,23.35,22.95,16.45,21.15,15.3,0.783923684899244,-0.4525168700577629,15.9714285714286,7.295367088254089,0.16766145435914998,0.497738859410635,1998-05-26
