target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
0.19399999999999998,2011-01-02,1,0,0,0,2,0.4,0.4091,0.2985,0.19399999999999998,0.19399999999999998,0.2836,0.2537,0.2985,0.2985
0.2239,2011-01-02,1,0,0,0,3,0.4,0.4091,0.19399999999999998,0.2985,0.19399999999999998,0.19399999999999998,0.2836,0.2537,0.2985
0.2239,2011-01-02,1,0,0,0,2,0.38,0.3939,0.2239,0.19399999999999998,0.2985,0.19399999999999998,0.19399999999999998,0.2836,0.2537
0.2239,2011-01-02,1,0,0,0,2,0.36,0.3485,0.2239,0.2239,0.19399999999999998,0.2985,0.19399999999999998,0.19399999999999998,0.2836
0.2537,2011-01-02,1,0,0,0,2,0.36,0.3333,0.2239,0.2239,0.2239,0.19399999999999998,0.2985,0.19399999999999998,0.19399999999999998
0.2985,2011-01-02,1,0,0,0,2,0.36,0.3333,0.2537,0.2239,0.2239,0.2239,0.19399999999999998,0.2985,0.19399999999999998
0.1343,2011-01-02,1,0,0,0,2,0.36,0.3485,0.2985,0.2537,0.2239,0.2239,0.2239,0.19399999999999998,0.2985
0.19399999999999998,2011-01-02,1,0,0,0,3,0.36,0.3485,0.1343,0.2985,0.2537,0.2239,0.2239,0.2239,0.19399999999999998
0.1642,2011-01-02,1,0,0,0,3,0.34,0.3333,0.19399999999999998,0.1343,0.2985,0.2537,0.2239,0.2239,0.2239
0.1642,2011-01-02,1,0,0,0,3,0.34,0.3333,0.1642,0.19399999999999998,0.1343,0.2985,0.2537,0.2239,0.2239
0.19399999999999998,2011-01-02,1,0,0,0,1,0.34,0.3333,0.1642,0.1642,0.19399999999999998,0.1343,0.2985,0.2537,0.2239
0.3284,2011-01-02,1,0,0,0,2,0.36,0.3333,0.19399999999999998,0.1642,0.1642,0.19399999999999998,0.1343,0.2985,0.2537
0.4478,2011-01-02,1,0,0,0,1,0.32,0.2879,0.3284,0.19399999999999998,0.1642,0.1642,0.19399999999999998,0.1343,0.2985
0.3582,2011-01-02,1,0,0,0,1,0.3,0.2727,0.4478,0.3284,0.19399999999999998,0.1642,0.1642,0.19399999999999998,0.1343
0.3284,2011-01-02,1,0,0,0,1,0.26,0.2273,0.3582,0.4478,0.3284,0.19399999999999998,0.1642,0.1642,0.19399999999999998
0.2985,2011-01-02,1,0,0,0,1,0.24,0.2121,0.3284,0.3582,0.4478,0.3284,0.19399999999999998,0.1642,0.1642
0.1642,2011-01-02,1,0,0,0,1,0.22,0.2273,0.2985,0.3284,0.3582,0.4478,0.3284,0.19399999999999998,0.1642
0.3582,2011-01-03,1,0,1,1,1,0.22,0.19699999999999998,0.1642,0.2985,0.3284,0.3582,0.4478,0.3284,0.19399999999999998
0.4179,2011-01-03,1,0,1,1,1,0.2,0.1667,0.3582,0.1642,0.2985,0.3284,0.3582,0.4478,0.3284
0.3881,2011-01-03,1,0,1,1,1,0.16,0.1364,0.4179,0.3582,0.1642,0.2985,0.3284,0.3582,0.4478
0.2836,2011-01-03,1,0,1,1,1,0.16,0.1364,0.3881,0.4179,0.3582,0.1642,0.2985,0.3284,0.3582
0.3881,2011-01-03,1,0,1,1,1,0.14,0.1061,0.2836,0.3881,0.4179,0.3582,0.1642,0.2985,0.3284
0.19399999999999998,2011-01-03,1,0,1,1,1,0.14,0.1364,0.3881,0.2836,0.3881,0.4179,0.3582,0.1642,0.2985
0.2836,2011-01-03,1,0,1,1,1,0.14,0.1212,0.19399999999999998,0.3881,0.2836,0.3881,0.4179,0.3582,0.1642
0.3881,2011-01-03,1,0,1,1,1,0.16,0.1364,0.2836,0.19399999999999998,0.3881,0.2836,0.3881,0.4179,0.3582
0.2537,2011-01-03,1,0,1,1,1,0.18,0.1667,0.3881,0.2836,0.19399999999999998,0.3881,0.2836,0.3881,0.4179
0.3284,2011-01-03,1,0,1,1,1,0.2,0.1818,0.2537,0.3881,0.2836,0.19399999999999998,0.3881,0.2836,0.3881
0.2985,2011-01-03,1,0,1,1,1,0.22,0.2121,0.3284,0.2537,0.3881,0.2836,0.19399999999999998,0.3881,0.2836
0.2836,2011-01-03,1,0,1,1,1,0.24,0.2121,0.2985,0.3284,0.2537,0.3881,0.2836,0.19399999999999998,0.3881
0.2836,2011-01-03,1,0,1,1,1,0.26,0.2424,0.2836,0.2985,0.3284,0.2537,0.3881,0.2836,0.19399999999999998
0.2537,2011-01-03,1,0,1,1,1,0.26,0.2424,0.2836,0.2836,0.2985,0.3284,0.2537,0.3881,0.2836
0.2537,2011-01-03,1,0,1,1,1,0.26,0.2424,0.2537,0.2836,0.2836,0.2985,0.3284,0.2537,0.3881
0.2239,2011-01-03,1,0,1,1,1,0.24,0.2273,0.2537,0.2537,0.2836,0.2836,0.2985,0.3284,0.2537
0.1045,2011-01-03,1,0,1,1,1,0.24,0.2576,0.2239,0.2537,0.2537,0.2836,0.2836,0.2985,0.3284
0.0,2011-01-03,1,0,1,1,1,0.2,0.2576,0.1045,0.2239,0.2537,0.2537,0.2836,0.2836,0.2985
0.1045,2011-01-03,1,0,1,1,1,0.2,0.2273,0.0,0.1045,0.2239,0.2537,0.2537,0.2836,0.2836
0.1343,2011-01-03,1,0,1,1,1,0.18,0.19699999999999998,0.1045,0.0,0.1045,0.2239,0.2537,0.2537,0.2836
0.1343,2011-01-03,1,0,1,1,1,0.14,0.1515,0.1343,0.1045,0.0,0.1045,0.2239,0.2537,0.2537
0.1045,2011-01-03,1,0,1,1,1,0.18,0.2121,0.1343,0.1343,0.1045,0.0,0.1045,0.2239,0.2537
0.1045,2011-01-04,1,0,2,1,1,0.16,0.1818,0.1045,0.1343,0.1343,0.1045,0.0,0.1045,0.2239
0.1045,2011-01-04,1,0,2,1,1,0.16,0.1818,0.1045,0.1045,0.1343,0.1343,0.1045,0.0,0.1045
0.1343,2011-01-04,1,0,2,1,1,0.14,0.1515,0.1045,0.1045,0.1045,0.1343,0.1343,0.1045,0.0
0.0896,2011-01-04,1,0,2,1,1,0.14,0.1818,0.1343,0.1045,0.1045,0.1045,0.1343,0.1343,0.1045
0.1045,2011-01-04,1,0,2,1,1,0.12,0.1515,0.0896,0.1343,0.1045,0.1045,0.1045,0.1343,0.1343
0.1045,2011-01-04,1,0,2,1,1,0.12,0.1515,0.1045,0.0896,0.1343,0.1045,0.1045,0.1045,0.1343
0.1343,2011-01-04,1,0,2,1,1,0.12,0.1515,0.1045,0.1045,0.0896,0.1343,0.1045,0.1045,0.1045
0.1642,2011-01-04,1,0,2,1,1,0.14,0.1515,0.1343,0.1045,0.1045,0.0896,0.1343,0.1045,0.1045
0.2239,2011-01-04,1,0,2,1,1,0.16,0.1515,0.1642,0.1343,0.1045,0.1045,0.0896,0.1343,0.1045
0.3284,2011-01-04,1,0,2,1,2,0.16,0.1364,0.2239,0.1642,0.1343,0.1045,0.1045,0.0896,0.1343
0.2985,2011-01-04,1,0,2,1,1,0.22,0.2121,0.3284,0.2239,0.1642,0.1343,0.1045,0.1045,0.0896
0.1642,2011-01-04,1,0,2,1,1,0.22,0.2273,0.2985,0.3284,0.2239,0.1642,0.1343,0.1045,0.1045
0.19399999999999998,2011-01-04,1,0,2,1,1,0.24,0.2273,0.1642,0.2985,0.3284,0.2239,0.1642,0.1343,0.1045
0.2239,2011-01-04,1,0,2,1,1,0.26,0.2576,0.19399999999999998,0.1642,0.2985,0.3284,0.2239,0.1642,0.1343
0.2537,2011-01-04,1,0,2,1,1,0.28,0.2727,0.2239,0.19399999999999998,0.1642,0.2985,0.3284,0.2239,0.1642
0.2537,2011-01-04,1,0,2,1,1,0.3,0.2879,0.2537,0.2239,0.19399999999999998,0.1642,0.2985,0.3284,0.2239
0.2239,2011-01-04,1,0,2,1,1,0.28,0.2727,0.2537,0.2537,0.2239,0.19399999999999998,0.1642,0.2985,0.3284
0.19399999999999998,2011-01-04,1,0,2,1,1,0.26,0.2576,0.2239,0.2537,0.2537,0.2239,0.19399999999999998,0.1642,0.2985
0.1045,2011-01-04,1,0,2,1,1,0.24,0.2576,0.19399999999999998,0.2239,0.2537,0.2537,0.2239,0.19399999999999998,0.1642
0.1045,2011-01-04,1,0,2,1,1,0.24,0.2576,0.1045,0.19399999999999998,0.2239,0.2537,0.2537,0.2239,0.19399999999999998
0.0,2011-01-04,1,0,2,1,1,0.22,0.2727,0.1045,0.1045,0.19399999999999998,0.2239,0.2537,0.2537,0.2239
0.0896,2011-01-04,1,0,2,1,1,0.22,0.2576,0.0,0.1045,0.1045,0.19399999999999998,0.2239,0.2537,0.2537
0.0896,2011-01-04,1,0,2,1,1,0.2,0.2273,0.0896,0.0,0.1045,0.1045,0.19399999999999998,0.2239,0.2537
0.0,2011-01-05,1,0,3,1,1,0.2,0.2576,0.0896,0.0896,0.0,0.1045,0.1045,0.19399999999999998,0.2239
0.0896,2011-01-05,1,0,3,1,1,0.16,0.19699999999999998,0.0,0.0896,0.0896,0.0,0.1045,0.1045,0.19399999999999998
0.0896,2011-01-05,1,0,3,1,1,0.16,0.19699999999999998,0.0896,0.0,0.0896,0.0896,0.0,0.1045,0.1045
0.2239,2011-01-05,1,0,3,1,1,0.24,0.2273,0.0896,0.0896,0.0,0.0896,0.0896,0.0,0.1045
0.1642,2011-01-05,1,0,3,1,1,0.22,0.2273,0.2239,0.0896,0.0896,0.0,0.0896,0.0896,0.0
0.2239,2011-01-05,1,0,3,1,1,0.2,0.19699999999999998,0.1642,0.2239,0.0896,0.0896,0.0,0.0896,0.0896
0.19399999999999998,2011-01-05,1,0,3,1,1,0.18,0.1818,0.2239,0.1642,0.2239,0.0896,0.0896,0.0,0.0896
0.2985,2011-01-05,1,0,3,1,1,0.2,0.1818,0.19399999999999998,0.2239,0.1642,0.2239,0.0896,0.0896,0.0
0.3284,2011-01-05,1,0,3,1,1,0.22,0.19699999999999998,0.2985,0.19399999999999998,0.2239,0.1642,0.2239,0.0896,0.0896
0.3284,2011-01-05,1,0,3,1,1,0.22,0.19699999999999998,0.3284,0.2985,0.19399999999999998,0.2239,0.1642,0.2239,0.0896
0.3284,2011-01-05,1,0,3,1,1,0.26,0.2273,0.3284,0.3284,0.2985,0.19399999999999998,0.2239,0.1642,0.2239
0.3284,2011-01-05,1,0,3,1,1,0.26,0.2273,0.3284,0.3284,0.3284,0.2985,0.19399999999999998,0.2239,0.1642
0.2985,2011-01-05,1,0,3,1,1,0.28,0.2576,0.3284,0.3284,0.3284,0.3284,0.2985,0.19399999999999998,0.2239
0.19399999999999998,2011-01-05,1,0,3,1,1,0.3,0.2879,0.2985,0.3284,0.3284,0.3284,0.3284,0.2985,0.19399999999999998
0.19399999999999998,2011-01-05,1,0,3,1,1,0.3,0.2879,0.19399999999999998,0.2985,0.3284,0.3284,0.3284,0.3284,0.2985
0.0896,2011-01-05,1,0,3,1,1,0.3,0.3182,0.19399999999999998,0.19399999999999998,0.2985,0.3284,0.3284,0.3284,0.3284
0.19399999999999998,2011-01-05,1,0,3,1,1,0.24,0.2273,0.0896,0.19399999999999998,0.19399999999999998,0.2985,0.3284,0.3284,0.3284
0.1343,2011-01-05,1,0,3,1,1,0.24,0.2424,0.19399999999999998,0.0896,0.19399999999999998,0.19399999999999998,0.2985,0.3284,0.3284
0.1045,2011-01-05,1,0,3,1,1,0.24,0.2576,0.1343,0.19399999999999998,0.0896,0.19399999999999998,0.19399999999999998,0.2985,0.3284
0.1642,2011-01-05,1,0,3,1,1,0.22,0.2273,0.1045,0.1343,0.19399999999999998,0.0896,0.19399999999999998,0.19399999999999998,0.2985
0.19399999999999998,2011-01-05,1,0,3,1,1,0.2,0.19699999999999998,0.1642,0.1045,0.1343,0.19399999999999998,0.0896,0.19399999999999998,0.19399999999999998
0.1343,2011-01-05,1,0,3,1,1,0.18,0.19699999999999998,0.19399999999999998,0.1642,0.1045,0.1343,0.19399999999999998,0.0896,0.19399999999999998
0.0,2011-01-05,1,0,3,1,1,0.2,0.2576,0.1343,0.19399999999999998,0.1642,0.1045,0.1343,0.19399999999999998,0.0896
0.0,2011-01-06,1,0,4,1,1,0.18,0.2424,0.0,0.1343,0.19399999999999998,0.1642,0.1045,0.1343,0.19399999999999998
0.0,2011-01-06,1,0,4,1,1,0.16,0.2273,0.0,0.0,0.1343,0.19399999999999998,0.1642,0.1045,0.1343
0.0,2011-01-06,1,0,4,1,1,0.16,0.2273,0.0,0.0,0.0,0.1343,0.19399999999999998,0.1642,0.1045
0.0896,2011-01-06,1,0,4,1,2,0.16,0.19699999999999998,0.0,0.0,0.0,0.0,0.1343,0.19399999999999998,0.1642
0.0896,2011-01-06,1,0,4,1,2,0.14,0.1818,0.0896,0.0,0.0,0.0,0.0,0.1343,0.19399999999999998
0.1045,2011-01-06,1,0,4,1,2,0.14,0.1667,0.0896,0.0896,0.0,0.0,0.0,0.0,0.1343
0.0,2011-01-06,1,0,4,1,2,0.16,0.2273,0.1045,0.0896,0.0896,0.0,0.0,0.0,0.0
0.0,2011-01-06,1,0,4,1,1,0.16,0.2273,0.0,0.1045,0.0896,0.0896,0.0,0.0,0.0
0.0,2011-01-06,1,0,4,1,2,0.18,0.2424,0.0,0.0,0.1045,0.0896,0.0896,0.0,0.0
0.0,2011-01-06,1,0,4,1,1,0.2,0.2576,0.0,0.0,0.0,0.1045,0.0896,0.0896,0.0
0.0896,2011-01-06,1,0,4,1,1,0.22,0.2576,0.0,0.0,0.0,0.0,0.1045,0.0896,0.0896
0.0,2011-01-06,1,0,4,1,1,0.26,0.2879,0.0896,0.0,0.0,0.0,0.0,0.1045,0.0896
0.1045,2011-01-06,1,0,4,1,1,0.26,0.2727,0.0,0.0896,0.0,0.0,0.0,0.0,0.1045
0.1642,2011-01-06,1,0,4,1,1,0.28,0.2727,0.1045,0.0,0.0896,0.0,0.0,0.0,0.0
0.0,2011-01-06,1,0,4,1,1,0.28,0.2727,0.1642,0.1045,0.0,0.0896,0.0,0.0,0.0
0.1642,2011-01-06,1,0,4,1,1,0.26,0.2576,0.0,0.1642,0.1045,0.0,0.0896,0.0,0.0
0.1642,2011-01-06,1,0,4,1,1,0.22,0.2273,0.1642,0.0,0.1642,0.1045,0.0,0.0896,0.0
0.1343,2011-01-06,1,0,4,1,1,0.22,0.2273,0.1642,0.1642,0.0,0.1642,0.1045,0.0,0.0896
0.0896,2011-01-06,1,0,4,1,1,0.22,0.2576,0.1343,0.1642,0.1642,0.0,0.1642,0.1045,0.0
0.1642,2011-01-06,1,0,4,1,1,0.2,0.2121,0.0896,0.1343,0.1642,0.1642,0.0,0.1642,0.1045
0.2239,2011-01-06,1,0,4,1,2,0.22,0.2121,0.1642,0.0896,0.1343,0.1642,0.1642,0.0,0.1642
0.2836,2011-01-06,1,0,4,1,2,0.22,0.2121,0.2239,0.1642,0.0896,0.1343,0.1642,0.1642,0.0
0.19399999999999998,2011-01-06,1,0,4,1,2,0.2,0.19699999999999998,0.2836,0.2239,0.1642,0.0896,0.1343,0.1642,0.1642
0.19399999999999998,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.19399999999999998,0.2836,0.2239,0.1642,0.0896,0.1343,0.1642
0.2239,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.19399999999999998,0.19399999999999998,0.2836,0.2239,0.1642,0.0896,0.1343
0.2239,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.2239,0.19399999999999998,0.19399999999999998,0.2836,0.2239,0.1642,0.0896
0.1343,2011-01-07,1,0,5,1,2,0.2,0.2121,0.2239,0.2239,0.19399999999999998,0.19399999999999998,0.2836,0.2239,0.1642
0.0,2011-01-07,1,0,5,1,3,0.22,0.2727,0.1343,0.2239,0.2239,0.19399999999999998,0.19399999999999998,0.2836,0.2239
0.0,2011-01-07,1,0,5,1,2,0.2,0.2576,0.0,0.1343,0.2239,0.2239,0.19399999999999998,0.19399999999999998,0.2836
0.1343,2011-01-07,1,0,5,1,1,0.2,0.2121,0.0,0.0,0.1343,0.2239,0.2239,0.19399999999999998,0.19399999999999998
0.2537,2011-01-07,1,0,5,1,1,0.2,0.19699999999999998,0.1343,0.0,0.0,0.1343,0.2239,0.2239,0.19399999999999998
0.2985,2011-01-07,1,0,5,1,1,0.2,0.1818,0.2537,0.1343,0.0,0.0,0.1343,0.2239,0.2239
0.3284,2011-01-07,1,0,5,1,1,0.22,0.19699999999999998,0.2985,0.2537,0.1343,0.0,0.0,0.1343,0.2239
0.2239,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.3284,0.2985,0.2537,0.1343,0.0,0.0,0.1343
0.2537,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.2239,0.3284,0.2985,0.2537,0.1343,0.0,0.0
0.2836,2011-01-07,1,0,5,1,2,0.2,0.1818,0.2537,0.2239,0.3284,0.2985,0.2537,0.1343,0.0
0.2537,2011-01-07,1,0,5,1,2,0.2,0.19699999999999998,0.2836,0.2537,0.2239,0.3284,0.2985,0.2537,0.1343
0.1642,2011-01-07,1,0,5,1,2,0.2,0.2121,0.2537,0.2836,0.2537,0.2239,0.3284,0.2985,0.2537
0.1642,2011-01-07,1,0,5,1,2,0.2,0.2121,0.1642,0.2537,0.2836,0.2537,0.2239,0.3284,0.2985
0.0,2011-01-07,1,0,5,1,2,0.2,0.2576,0.1642,0.1642,0.2537,0.2836,0.2537,0.2239,0.3284
0.0896,2011-01-07,1,0,5,1,1,0.2,0.2273,0.0,0.1642,0.1642,0.2537,0.2836,0.2537,0.2239
0.0896,2011-01-07,1,0,5,1,1,0.16,0.19699999999999998,0.0896,0.0,0.1642,0.1642,0.2537,0.2836,0.2537
0.1045,2011-01-07,1,0,5,1,1,0.18,0.2121,0.0896,0.0896,0.0,0.1642,0.1642,0.2537,0.2836
0.1343,2011-01-07,1,0,5,1,1,0.18,0.19699999999999998,0.1045,0.0896,0.0896,0.0,0.1642,0.1642,0.2537
0.1642,2011-01-07,1,0,5,1,2,0.18,0.19699999999999998,0.1343,0.1045,0.0896,0.0896,0.0,0.1642,0.1642
0.1642,2011-01-07,1,0,5,1,2,0.18,0.19699999999999998,0.1642,0.1343,0.1045,0.0896,0.0896,0.0,0.1642
0.1642,2011-01-08,1,0,6,0,2,0.18,0.19699999999999998,0.1642,0.1642,0.1343,0.1045,0.0896,0.0896,0.0
0.0896,2011-01-08,1,0,6,0,2,0.18,0.2121,0.1642,0.1642,0.1642,0.1343,0.1045,0.0896,0.0896
0.0,2011-01-08,1,0,6,0,2,0.18,0.2424,0.0896,0.1642,0.1642,0.1642,0.1343,0.1045,0.0896
0.1642,2011-01-08,1,0,6,0,3,0.18,0.19699999999999998,0.0,0.0896,0.1642,0.1642,0.1642,0.1343,0.1045
0.1642,2011-01-08,1,0,6,0,3,0.18,0.19699999999999998,0.1642,0.0,0.0896,0.1642,0.1642,0.1642,0.1343
0.1642,2011-01-08,1,0,6,0,2,0.16,0.1667,0.1642,0.1642,0.0,0.0896,0.1642,0.1642,0.1642
0.1642,2011-01-08,1,0,6,0,2,0.16,0.1667,0.1642,0.1642,0.1642,0.0,0.0896,0.1642,0.1642
0.1045,2011-01-08,1,0,6,0,2,0.16,0.1818,0.1642,0.1642,0.1642,0.1642,0.0,0.0896,0.1642
0.1045,2011-01-08,1,0,6,0,3,0.16,0.1818,0.1045,0.1642,0.1642,0.1642,0.1642,0.0,0.0896
0.1045,2011-01-08,1,0,6,0,3,0.16,0.1818,0.1045,0.1045,0.1642,0.1642,0.1642,0.1642,0.0
0.1642,2011-01-08,1,0,6,0,2,0.18,0.19699999999999998,0.1045,0.1045,0.1045,0.1642,0.1642,0.1642,0.1642
0.3881,2011-01-08,1,0,6,0,2,0.2,0.1818,0.1642,0.1045,0.1045,0.1045,0.1642,0.1642,0.1642
0.3582,2011-01-08,1,0,6,0,2,0.2,0.1818,0.3881,0.1642,0.1045,0.1045,0.1045,0.1642,0.1642
0.3284,2011-01-08,1,0,6,0,1,0.2,0.1818,0.3582,0.3881,0.1642,0.1045,0.1045,0.1045,0.1642
0.4925,2011-01-08,1,0,6,0,1,0.2,0.1667,0.3284,0.3582,0.3881,0.1642,0.1045,0.1045,0.1045
0.4478,2011-01-08,1,0,6,0,1,0.2,0.1667,0.4925,0.3284,0.3582,0.3881,0.1642,0.1045,0.1045
0.4478,2011-01-08,1,0,6,0,1,0.18,0.1364,0.4478,0.4925,0.3284,0.3582,0.3881,0.1642,0.1045
0.5522,2011-01-08,1,0,6,0,1,0.16,0.1212,0.4478,0.4478,0.4925,0.3284,0.3582,0.3881,0.1642
0.2985,2011-01-08,1,0,6,0,1,0.14,0.1212,0.5522,0.4478,0.4478,0.4925,0.3284,0.3582,0.3881
0.2537,2011-01-08,1,0,6,0,1,0.14,0.1212,0.2985,0.5522,0.4478,0.4478,0.4925,0.3284,0.3582
0.2537,2011-01-08,1,0,6,0,1,0.12,0.1212,0.2537,0.2985,0.5522,0.4478,0.4478,0.4925,0.3284
0.3582,2011-01-08,1,0,6,0,1,0.12,0.1061,0.2537,0.2537,0.2985,0.5522,0.4478,0.4478,0.4925
0.3881,2011-01-08,1,0,6,0,1,0.12,0.1061,0.3582,0.2537,0.2537,0.2985,0.5522,0.4478,0.4478
0.4478,2011-01-08,1,0,6,0,1,0.1,0.0606,0.3881,0.3582,0.2537,0.2537,0.2985,0.5522,0.4478
0.3881,2011-01-09,1,0,0,0,1,0.1,0.0758,0.4478,0.3881,0.3582,0.2537,0.2537,0.2985,0.5522
0.4627,2011-01-09,1,0,0,0,1,0.1,0.0606,0.3881,0.4478,0.3881,0.3582,0.2537,0.2537,0.2985
0.4627,2011-01-09,1,0,0,0,1,0.1,0.0606,0.4627,0.3881,0.4478,0.3881,0.3582,0.2537,0.2537
0.4179,2011-01-09,1,0,0,0,1,0.1,0.0758,0.4627,0.4627,0.3881,0.4478,0.3881,0.3582,0.2537
0.19399999999999998,2011-01-09,1,0,0,0,1,0.08,0.0909,0.4179,0.4627,0.4627,0.3881,0.4478,0.3881,0.3582
0.19399999999999998,2011-01-09,1,0,0,0,1,0.08,0.0909,0.19399999999999998,0.4179,0.4627,0.4627,0.3881,0.4478,0.3881
0.2836,2011-01-09,1,0,0,0,1,0.1,0.0909,0.19399999999999998,0.19399999999999998,0.4179,0.4627,0.4627,0.3881,0.4478
0.19399999999999998,2011-01-09,1,0,0,0,1,0.08,0.0909,0.2836,0.19399999999999998,0.19399999999999998,0.4179,0.4627,0.4627,0.3881
0.2836,2011-01-09,1,0,0,0,1,0.1,0.0909,0.19399999999999998,0.2836,0.19399999999999998,0.19399999999999998,0.4179,0.4627,0.4627
0.5224,2011-01-09,1,0,0,0,1,0.12,0.0758,0.2836,0.19399999999999998,0.2836,0.19399999999999998,0.19399999999999998,0.4179,0.4627
0.3881,2011-01-09,1,0,0,0,1,0.14,0.1061,0.5224,0.2836,0.19399999999999998,0.2836,0.19399999999999998,0.19399999999999998,0.4179
0.5224,2011-01-09,1,0,0,0,1,0.16,0.1212,0.3881,0.5224,0.2836,0.19399999999999998,0.2836,0.19399999999999998,0.19399999999999998
0.4478,2011-01-09,1,0,0,0,1,0.18,0.1364,0.5224,0.3881,0.5224,0.2836,0.19399999999999998,0.2836,0.19399999999999998
0.4478,2011-01-09,1,0,0,0,1,0.2,0.1667,0.4478,0.5224,0.3881,0.5224,0.2836,0.19399999999999998,0.2836
0.4627,2011-01-09,1,0,0,0,1,0.22,0.1818,0.4478,0.4478,0.5224,0.3881,0.5224,0.2836,0.19399999999999998
0.3582,2011-01-09,1,0,0,0,1,0.22,0.19699999999999998,0.4627,0.4478,0.4478,0.5224,0.3881,0.5224,0.2836
0.4478,2011-01-09,1,0,0,0,1,0.2,0.1667,0.3582,0.4627,0.4478,0.4478,0.5224,0.3881,0.5224
0.3881,2011-01-09,1,0,0,0,1,0.18,0.1515,0.4478,0.3582,0.4627,0.4478,0.4478,0.5224,0.3881
0.3284,2011-01-09,1,0,0,0,1,0.16,0.1364,0.3881,0.4478,0.3582,0.4627,0.4478,0.4478,0.5224
0.3284,2011-01-09,1,0,0,0,1,0.16,0.1364,0.3284,0.3881,0.4478,0.3582,0.4627,0.4478,0.4478
0.2537,2011-01-09,1,0,0,0,1,0.14,0.1212,0.3284,0.3284,0.3881,0.4478,0.3582,0.4627,0.4478
0.4179,2011-01-09,1,0,0,0,1,0.14,0.1061,0.2537,0.3284,0.3284,0.3881,0.4478,0.3582,0.4627
0.2985,2011-01-09,1,0,0,0,1,0.14,0.1212,0.4179,0.2537,0.3284,0.3284,0.3881,0.4478,0.3582
0.19399999999999998,2011-01-09,1,0,0,0,1,0.12,0.1364,0.2985,0.4179,0.2537,0.3284,0.3284,0.3881,0.4478
