target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,trend,skew,mean,stddev,hurst,serialcorr,date
5715.0,5735.0,5695.0,5640.0,5590.0,5555.0,5585.0,5590.0,1.78499593804153,0.6362453899445489,5627.1428571428605,66.0086574408453,0.0554303127927991,0.12902681174272998,1998-02-28
5625.0,5715.0,5735.0,5695.0,5640.0,5590.0,5555.0,5585.0,2.06048878547973,0.0429959021900306,5645.0,71.0046946804693,0.0770608027501699,0.0640221012830269,1998-03-01
5580.0,5625.0,5715.0,5735.0,5695.0,5640.0,5590.0,5555.0,2.2194328551703197,-0.10094980027653201,5650.71428571429,66.8598391804684,0.120198980944783,0.183444621613973,1998-03-02
5680.0,5580.0,5625.0,5715.0,5735.0,5695.0,5640.0,5590.0,0.9891353571284641,0.0885496376401323,5654.28571428571,61.3343685212847,0.127186206848859,0.295707980487201,1998-03-03
5705.0,5680.0,5580.0,5625.0,5715.0,5735.0,5695.0,5640.0,0.9104728600902,-0.34212105147182503,5667.1428571428605,54.6852465522118,0.0862216405648631,0.468446703209199,1998-03-04
5726.14068793212,5705.0,5680.0,5580.0,5625.0,5715.0,5735.0,5695.0,0.7379407772661999,-0.8133030312096329,5676.428571428571,54.8265663793784,0.0617501859224217,0.372435110628276,1998-03-05
5705.0,5726.14068793212,5705.0,5680.0,5580.0,5625.0,5715.0,5735.0,0.7978586868273709,-0.83662288201171,5680.87724113316,57.769046237019204,0.0447641600742178,0.37343841756949203,1998-03-06
5755.0,5705.0,5726.14068793212,5705.0,5680.0,5580.0,5625.0,5715.0,0.743330054306528,-0.9268516283134641,5676.59152684745,54.07963149872501,0.0573734278452758,0.39977808121555497,1998-03-07
5770.0,5755.0,5705.0,5726.14068793212,5705.0,5680.0,5580.0,5625.0,1.09337887127645,-0.6224225761453089,5682.30581256173,60.541646384755,0.0775033798635554,0.24392055660888798,1998-03-08
5755.0,5770.0,5755.0,5705.0,5726.14068793212,5705.0,5680.0,5580.0,1.40561541390995,-1.05043854647071,5703.020098276021,62.4426251455243,0.0966409101833931,0.464867351481355,1998-03-09
5675.0,5755.0,5770.0,5755.0,5705.0,5726.14068793212,5705.0,5680.0,1.2937282552178702,-0.10825125013613698,5728.020098276021,33.1347104352844,0.0862396242035811,0.254670672094634,1998-03-10
5705.0,5675.0,5755.0,5770.0,5755.0,5705.0,5726.14068793212,5705.0,1.18884586645356,-0.19945892418914002,5727.30581256173,34.373157569945,0.103163618322862,0.89594442997327,1998-03-11
5700.0,5705.0,5675.0,5755.0,5770.0,5755.0,5705.0,5726.14068793212,0.7138702461724911,-0.19945892418914002,5727.30581256173,34.373157569945,0.0900022547693179,0.577851803072281,1998-03-12
5726.28541575015,5700.0,5705.0,5675.0,5755.0,5770.0,5755.0,5705.0,0.709320723299229,0.0842804460266672,5723.571428571429,35.9066249358766,0.0930152787075078,0.462558716573442,1998-03-13
5675.0,5726.28541575015,5700.0,5705.0,5675.0,5755.0,5770.0,5755.0,0.825751164504035,-0.164289112749397,5726.61220225002,34.9605919119083,0.0702275068092884,0.330452695994597,1998-03-14
5655.0,5675.0,5726.28541575015,5700.0,5705.0,5675.0,5755.0,5770.0,0.8379496599883579,0.33334417600441496,5715.183630821451,37.141900343375795,0.0727643743749272,0.865023007521455,1998-03-15
5685.0,5655.0,5675.0,5726.28541575015,5700.0,5705.0,5675.0,5755.0,0.706123953696756,0.399198316430355,5698.75505939288,34.1688794600955,0.0771401111515118,0.689736292978444,1998-03-16
5775.98589052411,5685.0,5655.0,5675.0,5726.28541575015,5700.0,5705.0,5675.0,0.697355091894139,0.204428284062233,5688.75505939288,23.5612048940418,0.0860396797439381,0.717147470233825,1998-03-17
5815.0,5775.98589052411,5685.0,5655.0,5675.0,5726.28541575015,5700.0,5705.0,1.1648776642557501,0.761728327044712,5703.181615182039,39.3571677371346,0.0557326084431156,0.9591872746048051,1998-03-18
5870.0,5815.0,5775.98589052411,5685.0,5655.0,5675.0,5726.28541575015,5700.0,1.06722453029164,0.635724125205874,5718.895900896321,57.8293367664923,0.0519282962869543,0.288006628660409,1998-03-19
5860.0,5870.0,5815.0,5775.98589052411,5685.0,5655.0,5675.0,5726.28541575015,1.45138192307033,0.43609829581433796,5743.181615182039,80.012723375508,0.044141098698025995,0.13232605240677,1998-03-20
5800.0,5860.0,5870.0,5815.0,5775.98589052411,5685.0,5655.0,5675.0,2.24325889488346,-0.0071362909893523205,5762.2836986463,90.5713730889429,0.077005261898117,0.0715443837220071,1998-03-21
5820.0,5800.0,5860.0,5870.0,5815.0,5775.98589052411,5685.0,5655.0,2.23983183223763,-0.49325657198390094,5780.14084150344,82.45299087013241,0.114931107722121,0.118766954092619,1998-03-22
5815.0,5820.0,5800.0,5860.0,5870.0,5815.0,5775.98589052411,5685.0,1.04714364081658,-0.934919863148758,5803.7122700748705,61.6849668478993,0.113618672941779,0.404809858994471,1998-03-23
5760.0,5815.0,5820.0,5800.0,5860.0,5870.0,5815.0,5775.98589052411,0.721569357949264,0.261490863506062,5822.2836986463,32.7890603616665,0.0972511605367124,0.676766343852334,1998-03-24
5814.59759326033,5760.0,5815.0,5820.0,5800.0,5860.0,5870.0,5815.0,0.871726310206799,-0.12675693467288698,5820.0,36.85557397916,0.0993109237944207,0.684896849302039,1998-03-25
5790.0,5814.59759326033,5760.0,5815.0,5820.0,5800.0,5860.0,5870.0,1.07204617310043,-0.121724297964983,5819.942513322901,36.864985341908,0.0658862527742108,0.55449830442825,1998-03-26
5785.0,5790.0,5814.59759326033,5760.0,5815.0,5820.0,5800.0,5860.0,0.6247098430208471,0.108630023136154,5808.51394189433,30.6340749355285,0.0688395553881482,0.577952994852203,1998-03-27
5775.0,5785.0,5790.0,5814.59759326033,5760.0,5815.0,5820.0,5800.0,0.509247713500705,-0.6643099336203759,5797.79965618005,21.3276000310704,0.0828906303517229,0.390600780140645,1998-03-28
5755.0,5775.0,5785.0,5790.0,5814.59759326033,5760.0,5815.0,5820.0,0.572554463213114,-0.20216407751842602,5794.228227608621,22.9306789884517,0.0769665826430604,0.533483843548837,1998-03-29
5770.0,5755.0,5775.0,5785.0,5790.0,5814.59759326033,5760.0,5815.0,0.5966471749808311,0.13218656202390303,5784.942513322901,23.8955867395964,0.0809173395777693,0.421006673195865,1998-03-30
5775.0,5770.0,5755.0,5775.0,5785.0,5790.0,5814.59759326033,5760.0,0.6315527096204909,0.6250210734836341,5778.51394189433,20.2341908599985,0.088162788503589,0.9305338119771579,1998-03-31
5760.0,5775.0,5770.0,5755.0,5775.0,5785.0,5790.0,5814.59759326033,1.20761007390271,0.594620749517232,5780.65679903719,18.681424662751,0.07068752952886799,0.304927800154794,1998-04-01
5745.0,5760.0,5775.0,5770.0,5755.0,5775.0,5785.0,5790.0,0.927931436835562,-0.0909198512916198,5772.8571428571395,12.5356634105602,0.0780434255314417,0.5495438817461761,1998-04-02
5745.0,5745.0,5760.0,5775.0,5770.0,5755.0,5775.0,5785.0,0.9437988676201129,-0.268747409696973,5766.428571428571,13.7581144887559,0.0806888490268841,0.755492987717586,1998-04-03
5795.0,5745.0,5745.0,5760.0,5775.0,5770.0,5755.0,5775.0,0.860328792654285,-0.10668433438114999,5760.71428571429,13.0475321512574,0.0810661161824187,0.5241319586204121,1998-04-04
5818.94515961585,5795.0,5745.0,5745.0,5760.0,5775.0,5770.0,5755.0,1.37759177684881,0.6000834861692089,5763.571428571429,17.9615992500403,0.0727669454700275,0.7899402175383559,1998-04-05
5810.0,5818.94515961585,5795.0,5745.0,5745.0,5760.0,5775.0,5770.0,1.00807900188813,0.603747816792219,5772.7064513736905,26.9083459684729,0.0647555511885931,0.361774161046585,1998-04-06
5790.0,5810.0,5818.94515961585,5795.0,5745.0,5745.0,5760.0,5775.0,1.08103598288461,0.14046586952075102,5778.420737087979,30.2744858422823,0.0700666032957652,0.12448178253139099,1998-04-07
5795.0,5790.0,5810.0,5818.94515961585,5795.0,5745.0,5745.0,5760.0,1.13780115335976,-0.0807726182515475,5780.56359423084,30.5218555254675,0.0837405182219091,0.103025182250405,1998-04-08
5790.0,5795.0,5790.0,5810.0,5818.94515961585,5795.0,5745.0,5745.0,1.04933491222576,-0.563953942388313,5785.56359423084,29.4393455320895,0.0912106503610174,0.195602219951411,1998-04-09
5800.0,5790.0,5795.0,5790.0,5810.0,5818.94515961585,5795.0,5745.0,0.843457499855831,-1.10044613536993,5791.992165659411,23.3988646344417,0.0954871955559703,0.761264990791472,1998-04-10
5770.0,5800.0,5790.0,5795.0,5790.0,5810.0,5818.94515961585,5795.0,0.655883043329894,0.823102937622447,5799.84930851655,10.8686101335288,0.0811350739718555,0.7220359149745359,1998-04-11
5720.0,5770.0,5800.0,5790.0,5795.0,5790.0,5810.0,5818.94515961585,1.33258118764398,-0.201210148444197,5796.277879945121,15.742404670981697,0.0803669227280861,0.8312473058526891,1998-04-12
5740.0,5720.0,5770.0,5800.0,5790.0,5795.0,5790.0,5810.0,1.7837114769362399,-1.41204344498393,5782.1428571428605,29.9801521645492,0.0910876183798441,0.589774687510215,1998-04-13
5735.0,5740.0,5720.0,5770.0,5800.0,5790.0,5795.0,5790.0,1.21521452450157,-0.801001406235455,5772.1428571428605,30.8027518869585,0.0855115976291628,0.157452513748974,1998-04-14
5685.0,5735.0,5740.0,5720.0,5770.0,5800.0,5790.0,5795.0,1.12666018255441,-0.182015168375516,5764.28571428571,32.458765050005,0.0793558488492137,0.14923352472522303,1998-04-15
5680.0,5685.0,5735.0,5740.0,5720.0,5770.0,5800.0,5790.0,1.41248835412723,-0.17738018747720102,5748.571428571429,40.693394807417796,0.08581092939874399,0.30597208655928004,1998-04-16
5730.0,5680.0,5685.0,5735.0,5740.0,5720.0,5770.0,5800.0,1.42397033374546,0.21202860289119999,5732.8571428571395,43.191158707265394,0.0753497907327466,0.301966012604099,1998-04-17
5790.0,5730.0,5680.0,5685.0,5735.0,5740.0,5720.0,5770.0,1.0213437745471898,-0.119936134721315,5722.8571428571395,31.6039479149287,0.0634404348635833,0.697274980391975,1998-04-18
5805.0,5790.0,5730.0,5680.0,5685.0,5735.0,5740.0,5720.0,1.0046807928747,0.37711853735100603,5725.71428571429,37.016727235644396,0.0598026170873525,0.6035294345207989,1998-04-19
5775.0,5805.0,5790.0,5730.0,5680.0,5685.0,5735.0,5740.0,1.04862777770982,0.174185032489883,5737.8571428571395,47.3336686775512,0.0554281152588533,0.18407964712827998,1998-04-20
5780.0,5775.0,5805.0,5790.0,5730.0,5680.0,5685.0,5735.0,1.1137299968843202,-0.099555059529788,5742.8571428571395,49.4011760029677,0.0719740800937879,0.0957146796319037,1998-04-21
5780.0,5780.0,5775.0,5805.0,5790.0,5730.0,5680.0,5685.0,1.36224262956902,-0.430261400508964,5749.28571428571,51.1067976095623,0.0924293231242714,0.10889889688119199,1998-04-22
5745.0,5780.0,5780.0,5775.0,5805.0,5790.0,5730.0,5680.0,1.1921892436789399,-1.1117822387086498,5762.8571428571395,43.191158707265394,0.101629294260736,0.345813724402507,1998-04-23
5710.0,5745.0,5780.0,5780.0,5775.0,5805.0,5790.0,5730.0,0.7963502178487719,-0.5422411544183591,5772.1428571428605,25.9578412779168,0.10152206416008501,0.8953378584410501,1998-04-24
5730.0,5710.0,5745.0,5780.0,5780.0,5775.0,5805.0,5790.0,1.43339769714558,-0.9262007516093771,5769.28571428571,31.8104505140176,0.0919856149131116,0.316319194818269,1998-04-25
5760.0,5730.0,5710.0,5745.0,5780.0,5780.0,5775.0,5805.0,1.68311567465806,-0.28730804848032104,5760.71428571429,33.345235970146604,0.0766732500757985,0.186415698356433,1998-04-26
5765.0,5760.0,5730.0,5710.0,5745.0,5780.0,5780.0,5775.0,1.0924138572323698,-0.530035974219771,5754.28571428571,27.1459897941623,0.0712085300061455,0.16816148622186097,1998-04-27
5770.0,5765.0,5760.0,5730.0,5710.0,5745.0,5780.0,5780.0,0.862252836057509,-0.495062462891896,5752.8571428571395,26.117864712546,0.0658707205069081,0.254357118558307,1998-04-28
5805.0,5770.0,5765.0,5760.0,5730.0,5710.0,5745.0,5780.0,0.80611096366432,-0.5835515262701589,5751.428571428571,24.616100035391103,0.0641649920354804,0.400582646563863,1998-04-29
5840.0,5805.0,5770.0,5765.0,5760.0,5730.0,5710.0,5745.0,1.23442679969674,0.137317611525066,5755.0,30.550504633038898,0.067807794192262,0.256839257957857,1998-04-30
5855.0,5840.0,5805.0,5770.0,5765.0,5760.0,5730.0,5710.0,3.14659360731931,0.33270219127358897,5768.571428571429,43.657214534969796,0.0756660467550635,0.22279926182787302,1998-05-01
5840.0,5855.0,5840.0,5805.0,5770.0,5765.0,5760.0,5730.0,2.91272467194846,0.309837592659303,5789.28571428571,45.591352563522705,0.0770886638015218,0.152615086808607,1998-05-02
5825.0,5840.0,5855.0,5840.0,5805.0,5770.0,5765.0,5760.0,2.66485445669408,0.0347712330039124,5805.0,40.4145188432738,0.0829239608941956,0.0704774214690284,1998-05-03
5835.0,5825.0,5840.0,5855.0,5840.0,5805.0,5770.0,5765.0,1.67458436760672,-0.42025514487330495,5814.28571428571,35.523298860111,0.0930679395120816,0.0987548516486112,1998-05-04
5830.0,5835.0,5825.0,5840.0,5855.0,5840.0,5805.0,5770.0,1.1352258441865901,-1.00524550897297,5824.28571428571,28.493942547579497,0.0944959150704393,0.34796805898638894,1998-05-05
5865.0,5830.0,5835.0,5825.0,5840.0,5855.0,5840.0,5805.0,0.7269931911288241,-0.508355633810306,5832.8571428571395,15.5072947504131,0.0894396365022663,0.944061000836675,1998-05-06
5915.0,5865.0,5830.0,5835.0,5825.0,5840.0,5855.0,5840.0,1.00669310786903,0.608993273798192,5841.428571428571,14.057704208691002,0.0726833868258284,0.8136976192555341,1998-05-07
5940.0,5915.0,5865.0,5830.0,5835.0,5825.0,5840.0,5855.0,1.4729594077232502,1.27707009347796,5852.1428571428605,31.0721127456147,0.0585816938470172,0.44745944343229904,1998-05-08
5935.0,5940.0,5915.0,5865.0,5830.0,5835.0,5825.0,5840.0,1.6788096786253102,0.805647524155823,5864.28571428571,45.591352563522705,0.063090305744823,0.13979025468336903,1998-05-09
5935.0,5935.0,5940.0,5915.0,5865.0,5830.0,5835.0,5825.0,2.38337113675985,0.18980433087863002,5877.8571428571395,50.9785202198879,0.0780516924912564,0.0801312044961322,1998-05-10
5935.0,5935.0,5935.0,5940.0,5915.0,5865.0,5830.0,5835.0,1.99553072067128,-0.353047302595831,5893.571428571429,48.8803203169304,0.0862533159329594,0.0776014495143194,1998-05-11
5930.0,5935.0,5935.0,5935.0,5940.0,5915.0,5865.0,5830.0,1.85436398500839,-1.02129390270056,5907.8571428571395,43.191158707265394,0.0964918833556122,0.185115741343625,1998-05-12
5935.0,5930.0,5935.0,5935.0,5935.0,5940.0,5915.0,5865.0,1.1349573359768201,-1.6995162448032501,5922.1428571428605,26.4350056517778,0.0952904373210461,0.552303380433948,1998-05-13
5940.0,5935.0,5930.0,5935.0,5935.0,5935.0,5940.0,5915.0,0.644764952748886,-1.5186058694165099,5932.1428571428605,8.09173593712687,0.0842177728059592,0.46634390505287604,1998-05-14
5905.0,5940.0,5935.0,5930.0,5935.0,5935.0,5935.0,5940.0,0.8247860988423221,-0.13416407864962102,5935.71428571429,3.4503277967117705,0.0772191696128954,0.909721889145653,1998-05-15
5905.0,5905.0,5940.0,5935.0,5930.0,5935.0,5935.0,5935.0,2.7969857439216,-1.78548764709074,5930.71428571429,11.700630833624402,0.0862147668145603,0.587614023498542,1998-05-16
5915.0,5905.0,5905.0,5940.0,5935.0,5930.0,5935.0,5935.0,0.891665871955905,-0.826234234066936,5926.428571428571,14.9204238418031,0.0844114538562992,0.40613557693543895,1998-05-17
5885.89306211266,5915.0,5905.0,5905.0,5940.0,5935.0,5930.0,5935.0,0.891665871955905,-0.311911718884668,5923.571428571429,14.9204238418031,0.0793162887243241,0.29047151666922194,1998-05-18
5885.0,5885.89306211266,5915.0,5905.0,5905.0,5940.0,5935.0,5930.0,1.06910652404725,-0.251035064585255,5916.5561517303795,19.494711144829303,0.0848286536615131,0.48004190517799294,1998-05-19
5865.0,5885.0,5885.89306211266,5915.0,5905.0,5905.0,5940.0,5935.0,1.04442965524496,0.20988211021089004,5910.127580301811,21.6257197073701,0.0797660596766513,0.307631388790338,1998-05-20
