target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,trend,skew,mean,stddev,hurst,serialcorr,date
25972915242,29517833610,35995811572,43427241554,44815865828,46784929778,53526087319,70779170417,84996841280,91765453742,3.7101316296397995,0.581385596076854,55734359455.5556,21833010690.1014,0.042112718362475994,0.0516562048590185,2005-06-09 13:00:00
22076654385,25972915242,29517833610,35995811572,43427241554,44815865828,46784929778,53526087319,70779170417,84996841280,3.24055014643872,0.761525040290058,48424077400.0,19104922922.3929,-0.0533390081090725,0.0864380151824854,2005-06-09 14:00:00
18612412211,22076654385,25972915242,29517833610,35995811572,43427241554,44815865828,46784929778,53526087319,70779170417,2.8310448921256803,0.550402495811454,41432945522.7778,15152231503.7723,-0.0791204864389011,0.10877656231452999,2005-06-09 15:00:00
17578929475,18612412211,22076654385,25972915242,29517833610,35995811572,43427241554,44815865828,46784929778,53526087319,5.06595654679053,-0.0146778692073644,35636639055.4444,12216394023.3694,0.0610706676955056,0.0457853388679581,2005-06-09 16:00:00
17890609373,17578929475,18612412211,22076654385,25972915242,29517833610,35995811572,43427241554,44815865828,46784929778,5.19478408244066,0.123744743610562,31642510406.1111,11491264109.0098,0.10796208083797197,0.0285692727598951,2005-06-09 17:00:00
19914942830,17890609373,17578929475,18612412211,22076654385,25972915242,29517833610,35995811572,43427241554,44815865828,4.5162418107624,0.484871155978275,28432030361.1111,10743896436.4679,0.0550620958067342,0.0310822626074999,2005-06-09 18:00:00
24541346137,19914942830,17890609373,17578929475,18612412211,22076654385,25972915242,29517833610,35995811572,43427241554,3.31533839187299,0.918847687210685,25665261139.1111,9073767775.54838,-0.0633398567549145,0.0597834976259072,2005-06-09 19:00:00
41746859874,24541346137,19914942830,17890609373,17578929475,18612412211,22076654385,25972915242,29517833610,35995811572,2.13754298365147,0.887562160885584,23566828315.0,6172626537.52389,-0.0996417147563226,0.0887976407082138,2005-06-09 20:00:00
68945777025,41746859874,24541346137,19914942830,17890609373,17578929475,18612412211,22076654385,25972915242,29517833610,2.3857266139131696,1.36598317110991,24205833681.8889,7723094578.33442,-0.254362048068772,0.420985893171465,2005-06-09 21:00:00
83169448382,68945777025,41746859874,24541346137,19914942830,17890609373,17578929475,18612412211,22076654385,25972915242,2.3313185483595897,1.7510479830681003,28586716283.5556,16874112994.1304,-0.258092604468671,0.2280699847153,2005-06-09 22:00:00
86786075089,83169448382,68945777025,41746859874,24541346137,19914942830,17890609373,17578929475,18612412211,22076654385,2.19507084729016,1.1469900752575402,34941886632.4444,24715467046.681,-0.0594935758599018,0.0652763667016663,2005-06-09 23:00:00
89042055096,86786075089,83169448382,68945777025,41746859874,24541346137,19914942830,17890609373,17578929475,18612412211,2.7892237167342504,0.616788525021876,42131822266.2222,29461592788.0308,0.0865056137538742,0.0297257459756826,2005-06-10 00:00:00
86097518435,89042055096,86786075089,83169448382,68945777025,41746859874,24541346137,19914942830,17890609373,17578929475,3.19001578915578,0.175340628751741,49957338142.3333,31702016109.2217,0.145532458506462,0.0225921992220458,2005-06-10 01:00:00
88060769558,86097518435,89042055096,86786075089,83169448382,68945777025,41746859874,24541346137,19914942830,17890609373,3.23127923890747,-0.25502689267505196,57570514693.4444,31177415247.433,0.19430923802726802,0.0219988674780417,2005-06-10 02:00:00
82790015630,88060769558,86097518435,89042055096,86786075089,83169448382,68945777025,41746859874,24541346137,19914942830,2.7340447752057795,-0.7060686122661759,65367199158.4444,28688664855.9412,0.19402807120014398,0.0341663728493407,2005-06-10 03:00:00
77013585468,82790015630,88060769558,86097518435,89042055096,86786075089,83169448382,68945777025,41746859874,24541346137,2.17878415901667,-1.25605830129849,72353318358.4444,23405955718.8377,0.24492212949413697,0.0824636795948546,2005-06-10 04:00:00
69808192637,77013585468,82790015630,88060769558,86097518435,89042055096,86786075089,83169448382,68945777025,41746859874,1.33748130208081,-1.7715167077773002,78183567173.0,15052065039.2609,0.279203609942716,0.29626181670649604,2005-06-10 05:00:00
54702484989,69808192637,77013585468,82790015630,88060769558,86097518435,89042055096,86786075089,83169448382,68945777025,1.1094962013651202,-0.7198098619127808,81301493035.5556,7644748199.212159,0.244245479747371,0.329014328553012,2005-06-10 06:00:00
44434741117,54702484989,69808192637,77013585468,82790015630,88060769558,86097518435,89042055096,86786075089,83169448382,2.51816033657393,-1.3831007311805201,79718905031.5556,11179443456.9014,0.21569819974269602,0.13747692975742,2005-06-10 07:00:00
41097148377,44434741117,54702484989,69808192637,77013585468,82790015630,88060769558,86097518435,89042055096,86786075089,2.7048427449315695,-0.994971537187969,75415048668.7778,16070924854.6154,0.194112823215653,0.0611652645668525,2005-06-10 08:00:00
39589080464,41097148377,44434741117,54702484989,69808192637,77013585468,82790015630,88060769558,86097518435,89042055096,3.5154692170707,-0.5418948029524779,70338501256.3333,18982469022.0062,0.14953824086535097,0.0333122643954782,2005-06-10 09:00:00
38201899367,39589080464,41097148377,44434741117,54702484989,69808192637,77013585468,82790015630,88060769558,86097518435,3.7352099721487897,-0.15235348071835098,64843726297.2222,20020751820.1135,0.14029490851403198,0.0230067404408125,2005-06-10 10:00:00
32410734851,38201899367,39589080464,41097148377,44434741117,54702484989,69808192637,77013585468,82790015630,88060769558,4.39827469533434,0.24529776176508603,59521990845.2222,20030662356.4193,0.0785520288779572,0.0284469997133103,2005-06-10 11:00:00
28470110617,32410734851,38201899367,39589080464,41097148377,44434741117,54702484989,69808192637,77013585468,82790015630,3.72977173853483,0.520380042031665,53338653655.5556,18662378122.3492,0.06397131361340701,0.0408125031687051,2005-06-10 12:00:00
24499437605,28470110617,32410734851,38201899367,39589080464,41097148377,44434741117,54702484989,69808192637,77013585468,3.32155113075846,0.767529072633734,47303108654.1111,16618838470.93,0.007309892419341841,0.0636690193019694,2005-06-10 13:00:00
21541009914,24499437605,28470110617,32410734851,38201899367,39589080464,41097148377,44434741117,54702484989,69808192637,2.73988540060942,0.8554480873649309,41468203336.0,13876086611.2732,-0.0769086378565784,0.124891271428375,2005-06-10 14:00:00
19911908989,21541009914,24499437605,28470110617,32410734851,38201899367,39589080464,41097148377,44434741117,54702484989,3.4463892001100898,0.236022585690605,36105183033.4444,10460917743.8864,-0.0106097006617122,0.0870886345132621,2005-06-10 15:00:00
19004052140,19911908989,21541009914,24499437605,28470110617,32410734851,38201899367,39589080464,41097148377,44434741117,5.9239624184965995,-0.0885934019955774,32239563477.8889,9064503252.19602,0.0905766709075666,0.0353048422598414,2005-06-10 16:00:00
18433033394,19004052140,19911908989,21541009914,24499437605,28470110617,32410734851,38201899367,39589080464,41097148377,5.30282330176589,0.150678255649836,29413931369.3333,8745858913.52577,0.10028997699697802,0.0277663915754534,2005-06-10 17:00:00
18084021621,18433033394,19004052140,19911908989,21541009914,24499437605,28470110617,32410734851,38201899367,39589080464,4.68027183572993,0.493154336624623,26895696371.2222,8207689825.915,0.057750139477359,0.0330506539377436,2005-06-10 18:00:00
18353670284,18084021621,18433033394,19004052140,19911908989,21541009914,24499437605,28470110617,32410734851,38201899367,3.7492276383140295,0.8667045133707311,24506245388.6667,7106930652.73283,-0.0215283418368679,0.0624848660634671,2005-06-10 19:00:00
20552677072,18353670284,18084021621,18433033394,19004052140,19911908989,21541009914,24499437605,28470110617,32410734851,3.28325011292189,1.0156055913805602,22300886601.6667,5130527294.19417,-0.0158093030466294,0.0647168993438872,2005-06-10 20:00:00
24742386908,20552677072,18353670284,18084021621,18433033394,19004052140,19911908989,21541009914,24499437605,28470110617,2.2738299427947997,1.26401235778947,20983324626.2222,3460526719.92657,-0.0560175380125014,0.110208408102413,2005-06-10 21:00:00
29869136393,24742386908,20552677072,18353670284,18084021621,18433033394,19004052140,19911908989,21541009914,24499437605,1.5985186127106201,0.746594927004369,20569133103.0,2557746924.54125,-0.0853063120423889,0.293272549486549,2005-06-10 22:00:00
32991125146,29869136393,24742386908,20552677072,18353670284,18084021621,18433033394,19004052140,19911908989,21541009914,1.9016492192091,1.4138033873577198,21165766301.6667,3875815749.4876204,-0.0813714316836634,0.16291499646379998,2005-06-10 23:00:00
35455444894,32991125146,29869136393,24742386908,20552677072,18353670284,18084021621,18433033394,19004052140,19911908989,2.26525566772335,1.03042926599396,22438001327.4444,5537448060.40115,-0.0153708329370243,0.0555514441394774,2005-06-11 00:00:00
34495523400,35455444894,32991125146,29869136393,24742386908,20552677072,18353670284,18084021621,18433033394,19004052140,3.0385983119757998,0.611260449891057,24165060872.4444,6905927984.63261,0.0370503279048587,0.0324742067310418,2005-06-11 01:00:00
36632467202,34495523400,35455444894,32991125146,29869136393,24742386908,20552677072,18353670284,18084021621,18433033394,3.74234665335792,0.15427232767206,25886335456.8889,7373534598.25092,0.11865913855121002,0.0199891086309296,2005-06-11 02:00:00
35770881326,36632467202,34495523400,35455444894,32991125146,29869136393,24742386908,20552677072,18353670284,18084021621,3.56646841530365,-0.223945209172673,27908494768.8889,7567013785.73041,0.11495905877140401,0.027431143728097,2005-06-11 03:00:00
36997643697,35770881326,36632467202,34495523400,35455444894,32991125146,29869136393,24742386908,20552677072,18353670284,3.61932070485561,-0.64888159768169,29873701402.7778,6969721091.82279,0.16650708679046802,0.037475817594209,2005-06-11 04:00:00
37444324377,36997643697,35770881326,36632467202,34495523400,35455444894,32991125146,29869136393,24742386908,20552677072,2.47555393851028,-1.03394394660767,31945254004.2222,5788280854.35601,0.16484571495129,0.0794910090680991,2005-06-11 05:00:00
36945904309,37444324377,36997643697,35770881326,36632467202,34495523400,35455444894,32991125146,29869136393,24742386908,1.90114386012631,-1.3072881819792699,33822103704.7778,4134903938.0183296,0.15880978882218602,0.160535910310896,2005-06-11 06:00:00
35656883587,36945904309,37444324377,36997643697,35770881326,36632467202,34495523400,35455444894,32991125146,29869136393,1.5140522450323701,-1.22525354655991,35178050082.6667,2437955149.83809,0.146400365459986,0.20944921060394897,2005-06-11 07:00:00
35206119914,35656883587,36945904309,37444324377,36997643697,35770881326,36632467202,34495523400,35455444894,32991125146,0.995081853216268,-0.815381257708986,35821133104.2222,1408532814.13681,0.140886083560358,0.46160747092283294,2005-06-11 08:00:00
35164625350,35206119914,35656883587,36945904309,37444324377,36997643697,35770881326,36632467202,34495523400,35455444894,0.7659224226403579,-0.0800311632825485,36067243634.0,980808349.8280971,0.113793045120626,0.409899432978011,2005-06-11 09:00:00
33085234266,35164625350,35206119914,35656883587,36945904309,37444324377,36997643697,35770881326,36632467202,34495523400,0.8204722687820349,-0.0372673675338724,36034930351.3333,1007900347.68792,0.126386762326074,0.460521990886738,2005-06-11 10:00:00
28991038667,33085234266,35164625350,35206119914,35656883587,36945904309,37444324377,36997643697,35770881326,36632467202,1.5843213972996202,-0.869923257945288,35878231558.6667,1334018717.8392599,0.122074660228904,0.23721489043142496,2005-06-11 11:00:00
24844352190,28991038667,33085234266,35164625350,35206119914,35656883587,36945904309,37444324377,36997643697,35770881326,2.3997082070521802,-1.4722963864014,35029183943.6667,2612792217.26678,0.175316648306998,0.193786798913272,2005-06-11 12:00:00
21479091992,24844352190,28991038667,33085234266,35164625350,35206119914,35656883587,36945904309,37444324377,36997643697,2.75873749971767,-1.23012352518746,33815125150.7778,4250422029.56215,0.17193802337420597,0.101350001301199,2005-06-11 13:00:00
19603190408,21479091992,24844352190,28991038667,33085234266,35164625350,35206119914,35656883587,36945904309,37444324377,3.3164986785648702,-0.8823851632317551,32090841628.0,5698899084.80366,0.153299069181979,0.0593189542512608,2005-06-11 14:00:00
18765174985,19603190408,21479091992,24844352190,28991038667,33085234266,35164625350,35206119914,35656883587,36945904309,3.9051505224436003,-0.532407872194927,30108493409.2222,6630742054.38494,0.13693992305892502,0.0361295243074949,2005-06-11 15:00:00
16295678345,18765174985,19603190408,21479091992,24844352190,28991038667,33085234266,35164625350,35206119914,35656883587,4.2459483646347405,-0.178387670275085,28088412373.2222,7043863109.71428,0.135561676472074,0.024394532813938,2005-06-11 16:00:00
16022404241,16295678345,18765174985,19603190408,21479091992,24844352190,28991038667,33085234266,35164625350,35206119914,4.64169658503429,0.12034154718766302,25937167346.3333,7391415484.553091,0.12378535846766801,0.0292246786445313,2005-06-11 17:00:00
16154259012,16022404241,16295678345,18765174985,19603190408,21479091992,24844352190,28991038667,33085234266,35164625350,5.81448595366873,0.470547829145236,23805643382.6667,7146351157.989541,0.0530247280000886,0.0371970290456597,2005-06-11 18:00:00
17434601715,16154259012,16022404241,16295678345,18765174985,19603190408,21479091992,24844352190,28991038667,33085234266,3.98290964444307,0.7901797368886719,21693380456.2222,6102509713.2858,-0.0134785092327915,0.0559120090635684,2005-06-11 19:00:00
20183967438,17434601715,16154259012,16022404241,16295678345,18765174985,19603190408,21479091992,24844352190,28991038667,2.78413048975234,1.0108733307084399,19954421283.8889,4459148608.78647,-0.0472468881050316,0.0738532413116157,2005-06-11 20:00:00
25017333853,20183967438,17434601715,16154259012,16022404241,16295678345,18765174985,19603190408,21479091992,24844352190,1.82326177412547,0.780683757082414,18975857814.0,2933556076.85985,-0.0638433114774938,0.12262659491207901,2005-06-11 21:00:00
30089422165,25017333853,20183967438,17434601715,16154259012,16022404241,16295678345,18765174985,19603190408,21479091992,1.65688762634253,0.8188945751915879,18995077998.7778,2977055840.0413,-0.0854895332983865,0.232828078498433,2005-06-11 22:00:00
34186421348,30089422165,25017333853,20183967438,17434601715,16154259012,16022404241,16295678345,18765174985,19603190408,1.9542839552826201,1.23402064420016,19951781351.3333,4737872769.16996,-0.0806234607158968,0.11046158037259299,2005-06-11 23:00:00
36615951807,34186421348,30089422165,25017333853,20183967438,17434601715,16154259012,16022404241,16295678345,18765174985,2.41340567935539,0.925421293831949,21572140344.6667,6693774139.0618,-0.0361638984452586,0.0498655740399057,2005-06-12 00:00:00
38454819133,36615951807,34186421348,30089422165,25017333853,20183967438,17434601715,16154259012,16022404241,16295678345,3.7142524755141,0.5304768218854741,23555559991.5556,8227123776.881721,0.0466539343344931,0.0310124204490418,2005-06-12 01:00:00
38957771195,38454819133,36615951807,34186421348,30089422165,25017333853,20183967438,17434601715,16154259012,16022404241,4.9109897309481605,0.16718987234613,26017686745.7778,9056820311.08511,0.0893102490203621,0.0260689334074385,2005-06-12 02:00:00
40538801266,38957771195,38454819133,36615951807,34186421348,30089422165,25017333853,20183967438,17434601715,16154259012,6.122745962049481,-0.19808873702296897,28566060851.7778,9119348737.18907,0.133783584684647,0.026524951079503995,2005-06-12 03:00:00
40119118153,40538801266,38957771195,38454819133,36615951807,34186421348,30089422165,25017333853,20183967438,17434601715,5.12716995779906,-0.518460051997642,31275454435.5556,8577051772.854909,0.14216650614121,0.0379682774983807,2005-06-12 04:00:00
41730502477,40119118153,40538801266,38957771195,38454819133,36615951807,34186421348,30089422165,25017333853,20183967438,4.09212056689483,-0.852713506173893,33795956262.0,7228341404.80212,0.175461229217272,0.0559550728444561,2005-06-12 05:00:00
42286115273,41730502477,40119118153,40538801266,38957771195,38454819133,36615951807,34186421348,30089422165,25017333853,2.87521269960971,-1.01007761497947,36190015710.7778,5523568296.510679,0.152516332071012,0.0906579794673754,2005-06-12 06:00:00
41372927933,42286115273,41730502477,40119118153,40538801266,38957771195,38454819133,36615951807,34186421348,30089422165,2.74891612306894,-0.95531787782873,38108769201.8889,3925517945.92594,0.13755296565522102,0.10588283692671198,2005-06-12 07:00:00
