target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,Tm13,Tm14,Tm15,Tm16,Tm17,trend,skew,mean,stddev,hurst,serialcorr,date
-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,-71.355,-22.1621,-25.4923,-1.69450000000001,49.2665,1.2962646045836699,-0.6734976230505361,-13.878982352941199,32.354925925588105,0.0719796673633179,0.0119569100174491,2016-02-16 11:00:00
-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,-71.355,-22.1621,-25.4923,-1.69450000000001,1.33388099298016,-1.3978363215028102,-16.809188235294098,28.2775150379653,0.167502729745354,0.0024481639691369397,2016-02-16 12:00:00
1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,-71.355,-22.1621,-25.4923,1.40239854698111,-1.3980120457578602,-16.8403235294118,28.260118737775397,0.168722231581134,0.00162032108940235,2016-02-16 13:00:00
19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,-71.355,-22.1621,1.41411234535519,-1.51575018423569,-15.233364705882401,28.512962546882502,0.19780210012084398,0.00157489770171071,2016-02-16 14:00:00
67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,-71.355,2.0402338695466398,-1.4989284774498701,-12.777088235294098,29.6545088100841,0.0872417476904541,0.00333676719425657,2016-02-16 15:00:00
79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,-76.4247,2.16129493075489,-0.5873530315569101,-4.60367647058824,31.5857349156927,-0.15853436226075598,0.0433151984178286,2016-02-16 16:00:00
67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,-72.0003,1.7685192974557098,0.409224731825322,4.55221176470588,32.0219437693881,-0.18580979235731798,0.05371998075632701,2016-02-16 17:00:00
3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,-18.2939,2.16042383802027,1.51651764594397,12.7598529411765,28.904077505585605,0.111004843552048,0.00264367483371242,2016-02-16 18:00:00
-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,0.7378,2.04138968962647,1.62946689712897,14.031852941176501,27.910806692908302,0.15973393139934197,0.0036006845339854295,2016-02-16 19:00:00
-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,0.2735,1.47774127501145,0.593512643669651,10.4563117647059,33.126395620805205,0.0790341965592359,0.0257760624223771,2016-02-16 20:00:00
-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,-0.0606,1.55936793115601,-0.496740057280076,4.28651764705882,43.3357950580873,0.115682567967975,0.0157954381074717,2016-02-16 21:00:00
-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,0.1795,1.4926476257646102,-0.369720688905634,2.36555294117647,44.2545825506116,0.209434576180697,0.0044557775219510294,2016-02-16 22:00:00
-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,0.2577,1.23420817871678,-0.31256217201778,1.5619529411764699,44.4204821040238,0.221240377461238,0.00379012481939045,2016-02-16 23:00:00
-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,0.8479,1.2285815789917198,-0.22983926109254102,0.35195294117646997,44.73726065293779,0.20723374356679,0.0037718040942711396,2016-02-17 00:00:00
-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,0.2959,1.2279788492881498,-0.207216367818965,0.026847058823529,44.7535100399276,0.207300951964374,0.00363881397952925,2016-02-17 01:00:00
0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,-0.6436,1.21914537138359,-0.20282169272252304,-0.0366882352941181,44.7538708924139,0.207622172907594,0.00363334762968825,2016-02-17 02:00:00
-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,0.3255,1.2186472200687601,-0.20649042397938003,0.0163647058823525,44.7536410427959,0.20786608057234499,0.0036330251675477103,2016-02-17 03:00:00
-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,-0.547,1.21863354917629,-0.20502168669072698,-0.0049058823529416,44.753570864421995,0.207872488434668,0.0036326704300179103,2016-02-17 04:00:00
0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,-2.2238,1.21873054399106,-0.204993166283275,-0.0053176470588239605,44.753576196004104,0.207102891032756,0.00363444953300196,2016-02-17 05:00:00
0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.8259999999999998,1.21915512863743,-0.21562712257205802,0.147964705882353,44.7499652549857,0.204123120645002,0.0036233748537019,2016-02-17 06:00:00
-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,19.5946,1.2302057186524298,-0.208345270014655,0.0421058823529408,44.74787614872729,0.19971405183800797,0.0036725983152013897,2016-02-17 07:00:00
0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,67.593,1.3177452811157502,-0.13713082369256402,-1.1181,44.4640336488521,0.170117232191046,0.0058388049919780895,2016-02-17 08:00:00
-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,79.2254,1.21903402989022,-0.18311903642366503,-5.08732941176471,40.8084560045122,0.0895241815705441,0.0200900373097231,2016-02-17 09:00:00
0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,67.5296,1.0351284285957298,-0.808890835644138,-9.76439411764706,34.6300414465979,-0.0372307753603498,0.0791756768522089,2016-02-17 10:00:00
-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,3.3300999999999905,0.9816898697605779,-2.2854892563687996,-13.7140882352941,28.560549192108603,-0.0455659545224465,0.0297175291400843,2016-02-17 11:00:00
0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,-60.0464,1.22129106635037,-2.29892923619731,-13.9273764705882,28.438587635498198,-0.0720067104834408,0.0121968250488156,2016-02-17 12:00:00
-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,-104.613,1.3584503693135401,-3.06827423647123,-10.366629411764698,25.987136687979003,-0.438508635756379,0.19707488715327698,2016-02-17 13:00:00
20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,-32.717,1.41377481846629,-2.16869344863075,-4.214317647058819,9.308706310306722,-0.26953330237510803,0.0605414946762808,2016-02-17 14:00:00
12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,-13.4817,1.7306490072694298,0.142074783279229,-1.07850588235294,7.99299075733472,-0.30168429540782804,0.16696152665338698,2016-02-17 15:00:00
-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,-20.3123,1.24175101242028,0.112104850647387,0.461094117647059,7.97528995910733,-0.29744881951693397,0.15454206921624697,2016-02-17 16:00:00
39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,-4.6789,1.13302209959451,1.5422582526875999,1.004,6.682080516107991,-0.33414992462731397,0.607208534120381,2016-02-17 17:00:00
34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,-0.7842,1.3060068897716999,2.13642558249752,3.60080588235294,11.310550987820498,-1.0110414813961,0.40643598496325,2016-02-17 18:00:00
37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.2583,0.84840802024758,1.55618398238045,5.653005882352939,13.431373874276199,-0.5105542552002821,0.355276040813846,2016-02-17 19:00:00
25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,-0.0361,0.964154322238675,1.1638716519238201,7.83829411764706,15.379643869595599,-0.304824080093315,0.10431794466337599,2016-02-17 20:00:00
-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,-0.5539999999999999,0.993202668184459,0.872552979419554,9.36060588235294,15.825828017732197,-0.213059317378269,0.0470437780046844,2016-02-17 21:00:00
-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.382,1.0337348644081,0.6692308529362161,8.41664705882353,16.896527890298902,-0.21631887068758499,0.196744038635947,2016-02-17 22:00:00
-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,0.0264,0.862464413057693,0.6726365492695351,7.993635294117651,17.1975859117254,-0.158176861994194,0.127224023221431,2016-02-17 23:00:00
-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,-0.1289,1.1450563835070802,-0.617119621283242,4.73262941176471,23.0596557402145,-0.20515990907005202,0.19634451913165699,2016-02-18 00:00:00
-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,0.1161,1.21720580454024,-0.8619826363435892,0.841076470588236,28.7993318742278,-0.07958638752649601,0.0311455049240288,2016-02-18 01:00:00
-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,-0.2847,1.22458183224075,-0.759658512668846,-0.0105941176470586,29.0352269883169,-0.0109121342631798,0.0150035446160595,2016-02-18 02:00:00
0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,0.3848,1.04337794526244,-0.7569780866226641,-0.0354529411764703,29.0356572380435,0.00220904149614708,0.014879048370311001,2016-02-18 03:00:00
-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,-0.2958,1.0338562851089002,-0.754951845647168,-0.0546176470588233,29.035470037616,0.00651598688805051,0.0148772225567205,2016-02-18 04:00:00
1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,0.4863,1.03385923737997,-0.754432436818389,-0.0594588235294115,29.0355196250657,0.0067230267204657,0.0148764053714994,2016-02-18 05:00:00
-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,-0.0237,1.03392335871394,-0.759583689982751,-0.00977058823529385,29.037234662751604,0.0063228655064416295,0.0148937237463316,2016-02-18 06:00:00
-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,20.5918,1.05549981668416,-0.7582358415217909,-0.0223882352941174,29.037287697499398,0.006342373760508111,0.0148976029025443,2016-02-18 07:00:00
0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,12.6915,1.03997300802141,-0.685539792266365,-1.2831,28.5474711573547,0.0269801682664457,0.0154131034268866,2016-02-18 08:00:00
1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,-11.0829,1.06051870162219,-0.631614184378856,-1.99522941176471,28.327228557515202,0.0564710533479155,0.0122982677100569,2016-02-18 09:00:00
0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,39.4668,1.2330683761868,-0.713730065124628,-1.2808588235294098,28.236713401949302,0.0817200055993453,0.00802100357443258,2016-02-18 10:00:00
-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,34.1032,1.14574624817653,-0.862556387345766,-3.55313529411765,26.2361093494,0.0765872649821399,0.0136513727308247,2016-02-18 11:00:00
-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,37.4082,1.06793449840901,-1.04792320462954,-5.59750588235294,24.408895014202102,0.0163913852517368,0.0343090998007016,2016-02-18 12:00:00
1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,25.8432,0.9592323211130219,-1.63191524206086,-7.95624117647059,21.790315872884303,-0.0416941752909332,0.0670551724627243,2016-02-18 13:00:00
3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,-16.6013,1.02045047311906,-2.13622623138257,-9.41635294117647,20.154151444185104,-0.008742782900288841,0.0197308260917015,2016-02-18 14:00:00
24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,-6.8092,1.03382312927631,-2.25529578809172,-8.25818235294118,20.2807781485707,0.0271434723393221,0.01676837519397,2016-02-18 15:00:00
89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,-55.4107,1.53664382012664,-1.8741216219301102,-6.43797058823529,21.7540446438348,-0.0808336166688419,0.0232690815698207,2016-02-18 16:00:00
13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,-66.2853,2.0272280782701,0.985096772555698,2.11055294117647,28.739035472052603,-0.41565565027546997,0.321364918397114,2016-02-18 17:00:00
25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,-14.3623,1.30438708472965,3.0892552413472902,6.80632352941176,22.766153176083797,-0.235762731130375,0.19017894415577802,2016-02-18 18:00:00
5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,-0.7073,0.81616263669577,2.9762695596816497,9.125464705882349,22.4812837203234,-0.244313611729349,0.19760223070842103,2016-02-18 19:00:00
6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.0589999999999999,0.8080040761749859,2.97996796336662,9.47258235294118,22.3652311833076,-0.23916472882956896,0.222401567134405,2016-02-18 20:00:00
-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,-0.3781,0.7879310635699709,2.97687639719305,9.87371764705882,22.246680033806,-0.24785103540379003,0.235387232797691,2016-02-18 21:00:00
4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,1.331,0.846195496382407,2.3743551236941003,8.3065,23.891665803894895,-0.248906130208526,0.293090864445558,2016-02-18 22:00:00
-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,-0.2382,0.8056478211681422,2.36347258873264,8.51511764705882,23.8423830819519,-0.25679597367985896,0.279197806542642,2016-02-18 23:00:00
-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,-0.8403,0.948092725206369,0.784221856926772,4.91695882352941,29.248633494576698,-0.372948169547183,0.43143635725491797,2016-02-19 00:00:00
-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.5853,0.9903557418808621,0.100560922851173,0.6112823529411759,34.9759833101808,-0.254611184169762,0.0982806119135249,2016-02-19 01:00:00
-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,1.0614,0.9915567187949391,0.149545918180687,0.0316647058823529,35.0579901468792,-0.20435731214554,0.0718561727800657,2016-02-19 02:00:00
-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8381,0.8830498350939799,0.156952415763873,-0.0521882352941177,35.0570780235404,-0.19012534511249699,0.0717524164189802,2016-02-19 03:00:00
-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,-0.6511,0.8813731555851451,0.166328037044169,-0.158482352941177,35.056949370475,-0.18760313259698,0.07172464736063601,2016-02-19 04:00:00
-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,-2.6903,0.881447253410945,0.164480832137325,-0.137505882352941,35.0567428741154,-0.187869654402785,0.0717610079368737,2016-02-19 05:00:00
0.2168,-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,1.0213,0.881570556212759,0.154876592622087,-0.0274764705882354,35.0511648277473,-0.192013043593436,0.0715748767906976,2016-02-19 06:00:00
0.4235,0.2168,-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,3.0876,0.8816439012781991,0.15906278821966902,-0.0748000000000001,35.0502034227692,-0.196614233163378,0.0716802069360581,2016-02-19 07:00:00
-0.0484999999999998,0.4235,0.2168,-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,24.1344,0.8911141238986509,0.172968828717396,-0.231511764705882,35.0411349282504,-0.21477413019782,0.0742395888546248,2016-02-19 08:00:00
-0.7329,-0.0484999999999998,0.4235,0.2168,-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,89.9142,0.994501796255964,0.286534419036153,-1.6540352941176497,34.4764714025004,-0.31107098327413896,0.182806918432712,2016-02-19 09:00:00
0.19,-0.7329,-0.0484999999999998,0.4235,0.2168,-0.8198,-0.2945,-0.9689,-0.3641,-9.2682,-74.0368,-61.4069,4.8775,-27.0208,6.878300000000019,5.19369999999998,25.0631,13.5428,0.878276506603373,-1.6955034858515599,-6.986217647058821,25.1877862195459,-0.139735923524134,0.0913225600373916,2016-02-19 10:00:00
