target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,trend,skew,mean,stddev,hurst,serialcorr,date
0,-1,2,0,0,1,0,2,-1,0.6348710298082559,0.316163941779212,0.375,1.18773493916542,-0.9232636839557071,0.0848861092153818,2013-02-06 10:30:00
-2,0,-1,2,0,0,1,0,2,0.5714285714285721,0.375,0.5,1.0690449676496998,-1.08601926325667,0.250535974413638,2013-02-06 11:00:00
-4,-2,0,-1,2,0,0,1,0,0.668153104781061,0.0,0.0,1.1952286093343898,-0.519502541282886,0.571607644953332,2013-02-06 11:30:00
-5,-4,-2,0,-1,2,0,0,1,0.9897433186107869,-0.649519052838329,-0.5,1.8516401995451,-0.338828419456524,0.536101864250067,2013-02-06 12:00:00
-1,-5,-4,-2,0,-1,2,0,0,1.1770590385769,-0.415692193816531,-1.25,2.3145502494313797,-0.00266589007343362,0.17012970696433302,2013-02-06 12:30:00
-2,-1,-5,-4,-2,0,-1,2,0,1.16645594388582,-0.292466919838174,-1.375,2.26384628453435,0.0701551869239095,0.22591412343661105,2013-02-06 13:00:00
1,-2,-1,-5,-4,-2,0,-1,2,0.849871431390296,0.00672461334941831,-1.625,2.1998376563477797,-0.10148346277117301,0.440687129240411,2013-02-06 13:30:00
4,1,-2,-1,-5,-4,-2,0,-1,0.85558865304074,-0.36774537952540504,-1.75,1.98206241793023,-0.0707013760632127,0.5759862133012521,2013-02-06 14:00:00
1,4,1,-2,-1,-5,-4,-2,0,1.07993886057671,0.411107879438373,-1.125,2.85043856274784,0.0932587614373713,0.293818534063905,2013-02-06 14:30:00
-5,1,4,1,-2,-1,-5,-4,-2,1.12272178284768,0.292118697336089,-1.0,2.9277002188456,0.134770456353592,0.119794930425918,2013-02-06 15:00:00
1,-5,1,4,1,-2,-1,-5,-4,1.13678232414044,0.305272305084411,-1.375,3.24862608321909,0.0645515416847693,0.37113332619306294,2013-02-06 15:30:00
0,1,-5,1,4,1,-2,-1,-5,0.7877408928611709,-0.157433628674412,-0.75,3.15096357144468,-0.406899139418825,0.969565499939461,2013-02-06 16:00:00
4,0,1,-5,1,4,1,-2,-1,0.5928323066567099,-0.402766621570045,-0.125,2.64237447329913,-0.453751576699807,0.9071409863319542,2013-02-06 16:30:00
2,4,0,1,-5,1,4,1,-2,0.667704529299291,-0.5561970643409799,0.5,2.9760952365713798,-0.61359594137401,0.8107148651260259,2013-02-06 17:00:00
0,2,4,0,1,-5,1,4,1,0.6157490718070789,-1.09339722549098,1.0,2.82842712474619,-0.3457857386378,1.0,2013-02-06 17:30:00
-3,0,2,4,0,1,-5,1,4,0.6331702814118471,-0.934111286964483,0.875,2.85043856274784,-0.425246115115548,0.944864970703682,2013-02-06 18:00:00
-2,-3,0,2,4,0,1,-5,1,0.642713695986484,-0.5264505159771379,0.0,2.82842712474619,-0.373556983444646,0.919538350813888,2013-02-06 18:30:00
-4,-2,-3,0,2,4,0,1,-5,0.7721655896258249,-0.137916188456889,-0.375,2.8753881725529102,-0.0323591206173777,0.6126627420658721,2013-02-06 19:00:00
-2,-4,-2,-3,0,2,4,0,1,1.0273446842288199,0.0913670741144738,-0.25,2.6592157812837596,0.00562788186879846,0.20487207508876398,2013-02-06 19:30:00
-1,-2,-4,-2,-3,0,2,4,0,1.00411887592114,0.48556974802636793,-0.625,2.66926956300783,0.16186911415358402,0.115759291024715,2013-02-06 20:00:00
-5,-1,-2,-4,-2,-3,0,2,4,1.3296078906418798,0.639569518801317,-0.75,2.6592157812837596,0.102179552627217,0.15835010763090698,2013-02-06 20:30:00
-7,-5,-1,-2,-4,-2,-3,0,2,1.07640042444908,0.328310767145718,-1.875,2.23207142742853,-0.628678353385204,0.8087504531837719,2013-02-06 21:00:00
-1,-7,-5,-1,-2,-4,-2,-3,0,0.9132233209773141,-0.471404520791032,-3.0,2.26778683805536,-0.6269324901172451,0.753316223931351,2013-02-06 21:30:00
-3,-1,-7,-5,-1,-2,-4,-2,-3,0.8982416039652559,-0.7156271544723521,-3.125,2.10017006114131,-0.5249464930267059,0.6875216395773481,2013-02-06 22:00:00
-5,-3,-1,-7,-5,-1,-2,-4,-2,0.5832305839591819,-0.7156271544723521,-3.125,2.10017006114131,-0.524946493026707,0.6959675941207262,2013-02-06 22:30:00
0,-5,-3,-1,-7,-5,-1,-2,-4,0.593761174199509,-0.234375,-3.5,2.1380899352993996,-0.55854199326689,0.740299841844812,2013-02-06 23:00:00
-3,0,-5,-3,-1,-7,-5,-1,-2,0.6873433966234711,-0.37408781183312995,-3.0,2.44948974278318,-0.492190055136901,0.590060732021411,2013-02-06 23:30:00
1,-3,0,-5,-3,-1,-7,-5,-1,0.573293325621206,-0.234391361272946,-3.125,2.4164614034339,-0.626577974024787,0.472140910743067,2013-02-07 00:00:00
-1,1,-3,0,-5,-3,-1,-7,-5,0.6814388448697529,-0.0062070209148040205,-2.875,2.74837614393871,-0.6464764861175389,0.7526815495457329,2013-02-07 00:30:00
-1,-1,1,-3,0,-5,-3,-1,-7,0.653834841531101,-0.48556974802636793,-2.375,2.66926956300783,-0.7315798157383839,0.541516061028,2013-02-07 01:00:00
1,-1,-1,1,-3,0,-5,-3,-1,0.545984503755385,-0.441204412352651,-1.625,1.92260983338497,-0.49132160152545207,0.5465622095910619,2013-02-07 01:30:00
-1,1,-1,-1,1,-3,0,-5,-3,0.6301696496780971,-0.4199386422571,-1.375,2.13390989232709,-0.555799591056255,0.7719882738610991,2013-02-07 02:00:00
0,-1,1,-1,-1,1,-3,0,-5,0.629789342069724,-0.8049227229248079,-1.125,2.0310096011589898,-0.6852674137605451,0.344996148316081,2013-02-07 02:30:00
6,0,-1,1,-1,-1,1,-3,0,0.482398660863176,-0.6123724356957939,-0.5,1.30930734141595,-1.14343523562526,0.0874803339251975,2013-02-07 03:00:00
2,6,0,-1,1,-1,-1,1,-3,1.13389341902768,1.2243187931339499,0.25,2.6592157812837596,-0.882918770099701,0.783327016911456,2013-02-07 03:30:00
17,2,6,0,-1,1,-1,-1,1,0.786992635537885,1.3488813295052902,0.875,2.3566016694748,-0.21314513127529,0.6765206151436309,2013-02-07 04:00:00
15,17,2,6,0,-1,1,-1,-1,1.78991103482968,1.71472990753308,2.875,6.17454451761423,-0.455951542626274,0.860269194792407,2013-02-07 04:30:00
2,15,17,2,6,0,-1,1,-1,1.06279878441671,0.892987954654945,4.875,7.23952445162763,-0.11423253917350099,0.237076410936358,2013-02-07 05:00:00
1,2,15,17,2,6,0,-1,1,0.9783848128958579,0.9112011420574879,5.25,6.96419413859206,-0.0454894887838549,0.415731056507227,2013-02-07 05:30:00
2,1,2,15,17,2,6,0,-1,0.7344986864222092,0.9112011420574879,5.25,6.96419413859206,-0.0454894887838543,0.4791766241088,2013-02-07 06:00:00
-1,2,1,2,15,17,2,6,0,0.70068245430381,0.9727589878957941,5.625,6.65340943748821,-0.105953120662067,0.5746563108347099,2013-02-07 06:30:00
-1,-1,2,1,2,15,17,2,6,0.7459568438611079,0.922236028170476,5.5,6.782329983125269,-0.103107707790139,0.438231958180476,2013-02-07 07:00:00
1,-1,-1,2,1,2,15,17,2,0.792023114244106,1.06702392840399,4.625,7.150174823037549,0.0194108357928442,0.289181346985359,2013-02-07 07:30:00
1,1,-1,-1,2,1,2,15,17,1.4142135623731003,1.0837716657336198,4.5,7.21110255092798,-0.0051083962338512295,0.148921175571012,2013-02-07 08:00:00
-1,1,1,-1,-1,2,1,2,15,0.9419928529068721,2.03760558968359,2.5,5.1823877563477305,-0.34633908008224606,0.8010404292459642,2013-02-07 08:30:00
2,-1,1,1,-1,-1,2,1,2,0.760163875210444,-0.20412414523193198,0.5,1.30930734141595,-0.526066582136583,0.953011395422729,2013-02-07 09:00:00
-1,2,-1,1,1,-1,-1,2,1,0.7032108464077429,-0.20412414523193198,0.5,1.30930734141595,-0.526066582136583,0.516867749550864,2013-02-07 09:30:00
-1,-1,2,-1,1,1,-1,-1,2,0.6089984572058629,0.213833433033195,0.25,1.3887301496588302,-1.15132883026182,0.18598454810169102,2013-02-07 10:00:00
1,-1,-1,2,-1,1,1,-1,-1,0.5465928432240371,0.7172063164087321,-0.125,1.24642345475822,-0.521100590485733,0.452165968567627,2013-02-07 10:30:00
-2,1,-1,-1,2,-1,1,1,-1,0.5465928432240371,0.22921026606876999,0.125,1.24642345475822,-1.09586603618885,0.18122239106542698,2013-02-07 11:00:00
-5,-2,1,-1,-1,2,-1,1,1,0.620173672946042,0.0,0.0,1.4142135623731003,-1.11169977446512,0.225442316994513,2013-02-07 11:30:00
-2,-5,-2,1,-1,-1,2,-1,1,0.8451542547285171,-0.689254477114677,-0.75,2.18762754730194,-0.537016171407427,0.9369103359095559,2013-02-07 12:00:00
-3,-2,-5,-2,1,-1,-1,2,-1,0.768583543452048,-0.31994561765826596,-1.125,2.10017006114131,-0.186946707805501,0.583539159222386,2013-02-07 12:30:00
-1,-3,-2,-5,-2,1,-1,-1,2,0.8050581484892749,-0.00672461334941831,-1.375,2.1998376563477797,-0.31117147325657396,0.5954309765488061,2013-02-07 13:00:00
-2,-1,-3,-2,-5,-2,1,-1,-1,0.700086837861642,-0.404298535300394,-1.75,1.75254916376933,-0.19571902761597398,0.699169291993559,2013-02-07 13:30:00
2,-2,-1,-3,-2,-5,-2,1,-1,0.6435732343226429,-0.202954835838295,-1.875,1.7268882005338002,-0.26978072206297,0.7880297669562399,2013-02-07 14:00:00
1,2,-2,-1,-3,-2,-5,-2,1,0.8780518530755129,0.17120161767270597,-1.5,2.20389266007736,-0.0961841825832652,0.983407384850581,2013-02-07 14:30:00
-4,1,2,-2,-1,-3,-2,-5,-2,0.8065421279025871,0.17120161767270597,-1.5,2.20389266007736,-0.0961841825832656,0.393832575188666,2013-02-07 15:00:00
-1,-4,1,2,-2,-1,-3,-2,-5,1.0417124532061801,0.29907399898033504,-1.75,2.37546987833084,-0.11173803345525199,0.8194570793042291,2013-02-07 15:30:00
3,-1,-4,1,2,-2,-1,-3,-2,0.6441971279335439,0.36774537952540504,-1.25,1.98206241793023,-0.409878190195534,0.8926173196990099,2013-02-07 16:00:00
2,3,-1,-4,1,2,-2,-1,-3,0.73522450819642,0.161461128674947,-0.625,2.44584195260913,-0.780971993470996,0.8122989911472429,2013-02-07 16:30:00
4,2,3,-1,-4,1,2,-2,-1,0.6613000712661079,-0.335410196624968,0.0,2.3904572186687902,-0.4365235619787,0.8320040285726371,2013-02-07 17:00:00
-1,4,2,3,-1,-4,1,2,-2,0.753091296894159,-0.48614931349382706,0.625,2.7222627143085,-0.39361177984345297,0.713481501201857,2013-02-07 17:30:00
0,-1,4,2,3,-1,-4,1,2,0.7830497771715409,-0.589667558145783,0.75,2.60494036125864,-0.302231052078681,0.7801518925790809,2013-02-07 18:00:00
-8,0,-1,4,2,3,-1,-4,1,0.6435570419679261,-0.32637038721976896,0.5,2.56347977784662,-0.246449893463797,0.7468394289249201,2013-02-07 18:30:00
3,-8,0,-1,4,2,3,-1,-4,1.20197939428499,-0.6936667461403512,-0.625,3.9256482631171,0.014188226168233,0.6944061783290799,2013-02-07 19:00:00
-4,3,-8,0,-1,4,2,3,-1,0.847889388916384,-1.2510864843424498,0.25,3.84521966676993,-0.468168359627851,0.641014692818453,2013-02-07 19:30:00
-5,-4,3,-8,0,-1,4,2,3,0.6269809875348361,-0.886889629737898,-0.125,4.12093955999634,-0.578753607118712,0.535918163186871,2013-02-07 20:00:00
-1,-5,-4,3,-8,0,-1,4,2,0.5879817950941391,-0.34488924169985696,-1.125,4.22365785952008,-0.607120602920787,0.65029295543591,2013-02-07 20:30:00
-8,-1,-5,-4,3,-8,0,-1,4,0.573588989612187,-0.167309350366111,-1.5,4.0355562548073,-0.6783111922757609,0.324021301495696,2013-02-07 21:00:00
0,-8,-1,-5,-4,3,-8,0,-1,0.553283335172488,0.0,-3.0,3.92792202424786,-1.28477972772153,0.135494526946646,2013-02-07 21:30:00
-4,0,-8,-1,-5,-4,3,-8,0,0.5278805111967879,-0.0550578149781697,-2.875,4.01559460105225,-1.2809090180704399,0.0524699344135617,2013-02-07 22:00:00
-3,-4,0,-8,-1,-5,-4,3,-8,0.506398330621349,0.289288852589182,-3.375,3.85217934606967,-1.2809274933466102,0.07667390062172501,2013-02-07 22:30:00
-3,-3,-4,0,-8,-1,-5,-4,3,0.551305551058817,0.224448561995701,-2.75,3.3700360320244105,-0.868912971504778,0.212235073228871,2013-02-07 23:00:00
-1,-3,-3,-4,0,-8,-1,-5,-4,0.452010265771944,-0.37408781183312995,-3.5,2.44948974278318,-1.4546305209460801,0.0325040663470919,2013-02-07 23:30:00
1,-1,-3,-3,-4,0,-8,-1,-5,0.479980954733567,-0.6469431381504871,-3.125,2.58774584753383,-1.3536907146383,0.0524577368023728,2013-02-08 00:00:00
-2,1,-1,-3,-3,-4,0,-8,-1,0.545748249091032,-0.8513707857127242,-2.375,2.82526863450944,-0.628537554249916,0.317045290694755,2013-02-08 00:30:00
-1,-2,1,-1,-3,-3,-4,0,-8,0.714758594651504,-0.769800358919501,-2.5,2.7774602993176503,-0.608927856180724,0.591352323016663,2013-02-08 01:00:00
0,-1,-2,1,-1,-3,-3,-4,0,0.652604671407474,0.134669137197421,-1.625,1.68501801601221,-0.263277855738424,0.9026627445142621,2013-02-08 01:30:00
0,0,-1,-2,1,-1,-3,-3,-4,0.9006800152084641,0.134669137197421,-1.625,1.68501801601221,-0.263277855738424,0.414463826138721,2013-02-08 02:00:00
1,0,0,-1,-2,1,-1,-3,-3,0.77919372247398,-0.0693301384307051,-1.125,1.45773797371133,-0.351003595276834,0.570396229648099,2013-02-08 02:30:00
4,1,0,0,-1,-2,1,-1,-3,0.7525466966323391,-0.38479378206182396,-0.625,1.4078859531733603,-0.7541361981621421,0.9568173959808192,2013-02-08 03:00:00
6,4,1,0,0,-1,-2,1,-1,1.04628891654954,0.9496741999650159,0.25,1.8322507626258102,-0.366343386501318,0.7012430345974681,2013-02-08 03:30:00
12,6,4,1,0,0,-1,-2,1,1.3380183258435001,0.8001009380322092,1.125,2.64237447329913,0.0907590431848593,0.15650449138849803,2013-02-08 04:00:00
16,12,6,4,1,0,0,-1,-2,4.51188905638679,1.10934581838726,2.5,4.65985898008574,-0.171201623268205,0.18799917498976604,2013-02-08 04:30:00
5,16,12,6,4,1,0,0,-1,2.92502773976846,0.843725984129522,4.75,6.25071424490262,-0.0274594595840699,0.0976014301178605,2013-02-08 05:00:00
6,5,16,12,6,4,1,0,0,2.6878411031752503,0.7840487211761141,5.5,5.80640040940045,0.162389929808044,0.127240760130245,2013-02-08 05:30:00
-6,6,5,16,12,6,4,1,0,0.887249613438307,0.706783792200807,6.25,5.36523198806112,0.072127838783204,0.217066439188552,2013-02-08 06:00:00
-1,-6,6,5,16,12,6,4,1,1.0969419662414799,-0.0957568846861328,5.5,6.6332495807108,0.0216398627727174,0.542930614027152,2013-02-08 06:30:00
-3,-1,-6,6,5,16,12,6,4,0.877963744620683,-0.0563923577635482,5.25,6.86086208660607,0.0679346150559925,0.24412379097103198,2013-02-08 07:00:00
0,-3,-1,-6,6,5,16,12,6,0.911977939231005,0.12858377690004,4.375,7.46300399111702,0.0892963169016884,0.17292541681705098,2013-02-08 07:30:00
1,0,-3,-1,-6,6,5,16,12,1.0244784135590799,0.410601317715031,3.625,7.57698583116758,0.0523211856155122,0.158756849227384,2013-02-08 08:00:00
1,1,0,-3,-1,-6,6,5,16,0.940320102435193,0.9329644923482929,2.25,6.7981089807597,-0.146592150120194,0.508130557312229,2013-02-08 08:30:00
5,1,1,0,-3,-1,-6,6,5,0.651864850727085,-0.05750973023272099,0.375,3.9256482631171,-0.268596747393383,0.89602232024102,2013-02-08 09:00:00
3,5,1,1,0,-3,-1,-6,6,0.6564054084012451,-0.05750973023272099,0.375,3.9256482631171,-0.268596747393383,0.6343323870755021,2013-02-08 09:30:00
-11,3,5,1,1,0,-3,-1,-6,1.29671755533675,-0.342820452926208,0.0,3.4226138716317003,-0.205431452744672,0.300766801816324,2013-02-08 10:00:00
1,-11,3,5,1,1,0,-3,-1,1.9328094266210702,-1.20775238628024,-0.625,4.83846197522666,-0.34745821821801903,0.931014908514355,2013-02-08 10:30:00
2,1,-11,3,5,1,1,0,-3,0.741772653590852,-1.3450980387384799,-0.375,4.8678977568791,-0.497075275378927,0.6884362953895781,2013-02-08 11:00:00
-4,2,1,-11,3,5,1,1,0,0.5654170759819189,-1.77673780629908,0.25,4.80327269384412,-0.51971270630945,0.7122188961417819,2013-02-08 11:30:00
-3,-4,2,1,-11,3,5,1,1,0.592764021417823,-1.31415425478797,-0.25,5.03558763771845,-0.589338174218297,0.646146957402806,2013-02-08 12:00:00
1,-3,-4,2,1,-11,3,5,1,0.5744736732107011,-0.9811918173605808,-0.75,5.09201054874903,-0.5703847632387371,0.7368544141007741,2013-02-08 12:30:00
0,1,-3,-4,2,1,-11,3,5,0.590870528570961,-0.9811918173605808,-0.75,5.09201054874903,-0.5703847632387371,0.5794471072895079,2013-02-08 13:00:00
0,0,1,-3,-4,2,1,-11,3,0.5146903674386579,-1.22404036191229,-1.375,4.56500664997169,-0.8577811573321571,0.22825397314311802,2013-02-08 13:30:00
5,0,0,1,-3,-4,2,1,-11,0.713619713474896,-1.37474650254693,-1.75,4.26781978465419,-0.7008397974484721,0.717447465049066,2013-02-08 14:00:00
-10,5,0,0,1,-3,-4,2,1,0.8502764486209542,0.015391751282472999,0.25,2.8157719063467206,-0.21063674806926,0.8409601865284642,2013-02-08 14:30:00
-3,-10,5,0,0,1,-3,-4,2,1.15553167685754,-0.740703208710361,-1.125,4.5493327611231695,-0.950262073054585,0.315710974929255,2013-02-08 15:00:00
3,-3,-10,5,0,0,1,-3,-4,0.607792006551515,-0.42634048635312105,-1.75,4.399675312695571,-0.489369113248092,0.582835851543599,2013-02-08 15:30:00
2,3,-3,-10,5,0,0,1,-3,0.576190880944766,-0.8105376191387691,-0.875,4.580626906564519,-0.7316576130629959,0.453898556505219,2013-02-08 16:00:00
0,2,3,-3,-10,5,0,0,1,0.560523247249555,-1.19247064537171,-0.25,4.590362575159889,-0.5194277095145671,0.6410644183419351,2013-02-08 16:30:00
5,0,2,3,-3,-10,5,0,0,0.557427067962886,-1.1277184841766599,-0.375,4.56500664997169,-0.547774075432944,0.638000946229553,2013-02-08 17:00:00
-3,5,0,2,3,-3,-10,5,0,0.600245047998781,-1.09658497250407,0.25,4.94974746830583,-0.467360944320911,0.7128850592644119,2013-02-08 17:30:00
-2,-3,5,0,2,3,-3,-10,5,0.616432880205395,-0.8152522140468951,-0.125,5.08323575238113,-0.6106840366691729,0.548284868994548,2013-02-08 18:00:00
-3,-2,-3,5,0,2,3,-3,-10,0.7972076703635078,-0.6610795489164871,-1.0,4.65985898008574,-0.150928532932365,0.6959675941207262,2013-02-08 18:30:00
-4,-3,-2,-3,5,0,2,3,-3,0.6132076792333829,0.479208125767079,-0.125,3.13676357322093,-0.28987089503992103,0.8248028661933571,2013-02-08 19:00:00
-3,-4,-3,-2,-3,5,0,2,3,0.774084200333755,0.39126517951514,-0.25,3.2841611235921904,-0.29922091065159007,0.5821601906117501,2013-02-08 19:30:00
-2,-3,-4,-3,-2,-3,5,0,2,0.734630886692453,0.9684625984518149,-1.0,3.11677488989592,-0.21521448199370802,0.5886945832236871,2013-02-08 20:00:00
-2,-2,-3,-4,-3,-2,-3,5,0,0.6728828073620279,1.61362845588335,-1.5,2.8784916685157,-0.191711162799778,0.634453185009186,2013-02-08 20:30:00
-4,-2,-2,-3,-4,-3,-2,-3,5,0.8072567157280649,1.98553591543901,-1.75,2.8157719063467206,-0.380205039950497,0.9264042291591709,2013-02-08 21:00:00
-3,-4,-2,-2,-3,-4,-3,-2,-3,0.8487893435674692,-0.22171590526858198,-2.875,0.83452296039628,-0.49787932895959897,0.8775206252792099,2013-02-08 21:30:00
-3,-3,-4,-2,-2,-3,-4,-3,-2,0.689084655421714,-0.22171590526858198,-2.875,0.83452296039628,-0.49787932895959897,0.9927668992837758,2013-02-08 22:00:00
-3,-3,-3,-4,-2,-2,-3,-4,-3,0.597614304667197,0.0,-3.0,0.7559289460184542,-0.391607093457219,1.0,2013-02-08 22:30:00
-3,-3,-3,-3,-4,-2,-2,-3,-4,0.646620806113563,0.0,-3.0,0.7559289460184542,-0.39160709345721995,1.0,2013-02-08 23:00:00
0,-3,-3,-3,-3,-4,-2,-2,-3,0.58503154168122,-0.0543950645366282,-2.875,0.640869944461656,-0.420129596766807,0.8899661986352259,2013-02-08 23:30:00
-1,0,-3,-3,-3,-3,-4,-2,-2,1.2156613477096598,1.0733126291999,-2.5,1.1952286093343898,-0.22963427219608198,0.9436280222029829,2013-02-09 00:00:00
0,-1,0,-3,-3,-3,-3,-4,-2,0.797596836933118,0.7451842767776379,-2.375,1.30247018062932,-0.0477925531866552,0.423625547622498,2013-02-09 00:30:00
-1,0,-1,0,-3,-3,-3,-3,-4,1.1264088922239601,0.462845417176393,-2.125,1.5526475085203,-0.163148350672765,0.250266116158638,2013-02-09 01:00:00
-1,-1,0,-1,0,-3,-3,-3,-3,1.0074907413892,0.213833433033195,-1.75,1.3887301496588302,0.0409699845447203,0.17742026383182197,2013-02-09 01:30:00
-1,-1,-1,0,-1,0,-3,-3,-3,0.869656553478673,-0.20412414523193198,-1.5,1.30930734141595,-0.0172741932639,0.262890336419847,2013-02-09 02:00:00
1,-1,-1,-1,0,-1,0,-3,-3,0.773782589490303,-0.652023664684754,-1.25,1.16496474502144,-0.19850064682868301,0.564040607954311,2013-02-09 02:30:00
2,1,-1,-1,-1,0,-1,0,-3,0.773782589490303,-0.507129516977031,-0.75,1.16496474502144,-1.2795931176503899,0.445504546770572,2013-02-09 03:00:00
5,2,1,-1,-1,-1,0,-1,0,0.963172024319672,0.8925935288387571,-0.125,1.1259916264596,-0.0686557105425689,0.405636223569344,2013-02-09 03:30:00
4,5,2,1,-1,-1,-1,0,-1,2.0385887657504997,1.265625,0.5,2.1380899352993996,-0.154256300171229,0.259763015882521,2013-02-09 04:00:00
4,4,5,2,1,-1,-1,-1,0,1.60099556938388,0.611536628705155,1.125,2.3566016694748,0.20466099842183602,0.0574805161239598,2013-02-09 04:30:00
4,4,4,5,2,1,-1,-1,-1,1.70084012854152,0.10492728027114,1.625,2.50356888118884,0.172573942256164,0.0522560714104876,2013-02-09 05:00:00
7,4,4,4,5,2,1,-1,-1,1.6138139931217599,-0.38452371297471705,2.25,2.37546987833084,0.112614506734161,0.0712987695857655,2013-02-09 05:30:00
5,7,4,4,4,5,2,1,-1,1.6935559831702802,-0.303149061574825,3.25,2.4928469095164503,-0.34935058924599,0.315491164156894,2013-02-09 06:00:00
7,5,7,4,4,4,5,2,1,1.10656667034498,-0.14433756729740602,4.0,1.8516401995451,-0.240441570686845,0.409395486209919,2013-02-09 06:30:00
-1,7,5,7,4,4,4,5,2,0.804885415175018,0.024635100585397997,4.75,1.66904592079256,-0.615280967597701,0.963846381497815,2013-02-09 07:00:00
2,-1,7,5,7,4,4,4,5,1.3446321855011898,-1.1560249052481202,4.375,2.50356888118884,-0.657445684203808,0.44816500617487104,2013-02-09 07:30:00
1,2,-1,7,5,7,4,4,4,0.668008153460388,-0.6634034720037769,4.0,2.61861468283191,-0.307276559561134,0.953011395422729,2013-02-09 08:00:00
1,1,2,-1,7,5,7,4,4,0.668402369145181,-0.282520506817421,3.625,2.82526863450944,-0.20380886466042702,0.728421679750507,2013-02-09 08:30:00
3,1,1,2,-1,7,5,7,4,0.7005869161887599,0.0571790500033006,3.25,2.96407056017806,-0.147999735648904,0.544181349883607,2013-02-09 09:00:00
-2,3,1,1,2,-1,7,5,7,0.756395041394784,0.19149257035231895,3.125,2.94897076476329,-0.16760285709724,0.630284622646484,2013-02-09 09:30:00
3,-2,3,1,1,2,-1,7,5,0.7379000522560211,0.34762316521311304,2.0,2.9760952365713798,-0.658630032379634,0.8552067003615821,2013-02-09 10:00:00
-1,3,-2,3,1,1,2,-1,7,0.65343343913324,0.536674275227219,1.75,2.76457178290909,-0.7844624493623521,0.185171431444971,2013-02-09 10:30:00
-3,-1,3,-2,3,1,1,2,-1,0.544951419568241,-0.148264950073554,0.75,1.90862703084106,-1.02729558172342,0.0514137836079147,2013-02-09 11:00:00
-3,-3,-1,3,-2,3,1,1,2,0.6082678049245319,-0.353553390593274,0.5,2.26778683805536,-0.7737405948648108,0.491789795693719,2013-02-09 11:30:00
